recruitment,grazing,competition,ID,min_coral_cover
0.05,0.37,0.8,921,0.21000000000000002
0.05,0.37,0.85,922,0.31000000000000005
0.05,0.37,0.9,923,0.41000000000000003
0.05,0.37,0.95,924,0.6100000000000001
0.05,0.38,0,925,0.01
0.05,0.38,0.05,926,0.01
0.05,0.38,0.1,927,0.01
0.05,0.38,0.15,928,0.01
0.05,0.38,0.2,929,0.01
0.05,0.38,0.25,930,0.01
0.05,0.38,0.3,931,0.01
0.05,0.38,0.35,932,0.01
0.05,0.38,0.4,933,0.01
0.05,0.38,0.45,935,0.01
0.05,0.38,0.5,937,0.01
0.05,0.38,0.55,938,0.01
0.05,0.38,0.6,939,0.01
0.05,0.38,0.65,941,0.01
0.05,0.38,0.7,943,0.060000000000000005
0.05,0.38,0.75,944,0.11
0.05,0.38,0.8,945,0.16000000000000003
0.05,0.38,0.85,946,0.21000000000000002
0.05,0.38,0.9,947,0.31000000000000005
0.05,0.38,0.95,948,0.46
0.05,0.39,0,950,0.01
0.05,0.39,0.05,951,0.01
0.05,0.39,0.1,952,0.01
0.05,0.39,0.15,953,0.01
0.05,0.39,0.2,954,0.01
0.05,0.39,0.25,955,0.01
0.05,0.39,0.3,956,0.01
0.05,0.39,0.35,957,0.01
0.05,0.39,0.4,958,0.01
0.05,0.39,0.45,959,0.01
0.05,0.39,0.5,960,0.01
0.05,0.39,0.55,961,0.01
0.05,0.39,0.6,963,0.01
0.05,0.39,0.65,965,0.01
0.05,0.39,0.7,966,0.01
0.05,0.39,0.75,967,0.060000000000000005
0.05,0.39,0.8,968,0.11
0.05,0.39,0.85,969,0.16000000000000003
0.05,0.39,0.9,971,0.26
0.05,0.39,0.95,972,0.36000000000000004
0.05,0.4,0,973,0.01
0.05,0.4,0.05,974,0.01
0.05,0.4,0.1,975,0.01
0.05,0.4,0.15,976,0.01
0.05,0.4,0.2,977,0.01
0.05,0.4,0.25,978,0.01
0.05,0.4,0.3,979,0.01
0.05,0.4,0.35,980,0.01
0.05,0.4,0.4,981,0.01
0.05,0.4,0.45,982,0.01
0.05,0.4,0.5,984,0.01
0.05,0.4,0.55,985,0.01
0.05,0.4,0.6,986,0.01
0.05,0.4,0.65,988,0.01
0.05,0.4,0.7,989,0.01
0.05,0.4,0.75,990,0.060000000000000005
0.05,0.4,0.8,991,0.060000000000000005
0.05,0.4,0.85,992,0.11
0.05,0.4,0.9,993,0.21000000000000002
0.05,0.4,0.95,994,0.26
0.05,0.41,0,995,0.01
0.05,0.41,0.05,996,0.01
0.05,0.41,0.1,997,0.01
0.05,0.41,0.15,998,0.01
0.05,0.41,0.2,999,0.01
0.05,0.41,0.25,1000,0.01
0.05,0.41,0.3,1001,0.01
0.05,0.41,0.35,1002,0.01
0.05,0.41,0.4,1003,0.01
0.05,0.41,0.45,1004,0.01
0.05,0.41,0.5,1005,0.01
0.05,0.41,0.55,1007,0.01
0.05,0.41,0.6,1008,0.01
0.05,0.41,0.65,1009,0.01
0.05,0.41,0.7,1010,0.01
0.05,0.41,0.7,44,0.01
0.05,0.41,0.75,1012,0.01
0.05,0.41,0.75,44,0.01
0.05,0.41,0.8,1013,0.060000000000000005
0.05,0.41,0.85,1014,0.11
0.05,0.41,0.9,1015,0.16000000000000003
0.05,0.41,0.95,1016,0.21000000000000002
0.05,0.42,0,1017,0.01
0.05,0.42,0.05,1018,0.01
0.05,0.42,0.1,1019,0.01
0.05,0.42,0.15,1020,0.01
0.05,0.42,0.2,1021,0.01
0.05,0.42,0.25,1022,0.01
0.05,0.42,0.3,1023,0.01
0.05,0.42,0.35,1024,0.01
0.05,0.42,0.4,1025,0.01
0.05,0.42,0.45,1026,0.01
0.05,0.42,0.5,1027,0.01
0.05,0.42,0.55,1028,0.01
0.05,0.42,0.6,1029,0.01
0.05,0.42,0.65,1030,0.01
0.05,0.42,0.7,1032,0.01
0.05,0.42,0.7,44,0.01
0.05,0.42,0.75,1033,0.01
0.05,0.42,0.75,44,0.01
0.05,0.42,0.8,1034,0.01
0.05,0.42,0.8,44,0.01
0.05,0.42,0.85,1036,0.060000000000000005
0.05,0.42,0.9,1037,0.11
0.05,0.42,0.95,1038,0.16000000000000003
0.05,0.43,0,1039,0.01
0.05,0.43,0.05,1040,0.01
0.05,0.43,0.1,1041,0.01
0.05,0.43,0.15,1042,0.01
0.05,0.43,0.2,1043,0.01
0.05,0.43,0.25,1044,0.01
0.05,0.43,0.3,1045,0.01
0.05,0.43,0.35,1046,0.01
0.05,0.43,0.4,1047,0.01
0.05,0.43,0.45,1048,0.01
0.05,0.43,0.5,1049,0.01
0.05,0.43,0.55,1050,0.01
0.05,0.43,0.6,1052,0.01
0.05,0.43,0.65,1053,0.01
0.05,0.43,0.7,1054,0.01
0.05,0.43,0.75,1055,0.01
0.05,0.43,0.75,44,0.01
0.05,0.43,0.8,1056,0.01
0.05,0.43,0.8,44,0.01
0.05,0.43,0.85,1057,0.01
0.05,0.43,0.9,1058,0.060000000000000005
0.05,0.43,0.95,1059,0.11
0.05,0.44,0,1060,0.01
0.05,0.44,0.05,1061,0.01
0.05,0.44,0.1,1062,0.01
0.05,0.44,0.15,1063,0.01
0.05,0.44,0.2,1064,0.01
0.05,0.44,0.25,1065,0.01
0.05,0.44,0.3,1066,0.01
0.05,0.44,0.35,1067,0.01
0.05,0.44,0.4,1068,0.01
0.05,0.44,0.45,1069,0.01
0.05,0.44,0.5,1070,0.01
0.05,0.44,0.55,1071,0.01
0.05,0.44,0.6,1072,0.01
0.05,0.44,0.65,1074,0.01
0.05,0.44,0.7,1075,0.01
0.05,0.44,0.75,1076,0.01
0.05,0.44,0.75,44,0.01
0.05,0.44,0.8,1077,0.01
0.05,0.44,0.8,44,0.01
0.05,0.44,0.85,1078,0.01
0.05,0.44,0.9,1079,0.060000000000000005
0.05,0.44,0.95,1080,0.060000000000000005
0.05,0.45,0,1081,0.01
0.05,0.45,0.05,1082,0.01
0.05,0.45,0.1,1083,0.01
0.05,0.45,0.15,1084,0.01
0.05,0.45,0.2,1085,0.01
0.05,0.45,0.25,1086,0.01
0.05,0.45,0.3,1087,0.01
0.05,0.45,0.35,1088,0.01
0.05,0.45,0.4,1089,0.01
0.05,0.45,0.45,1090,0.01
0.05,0.45,0.5,1091,0.01
0.05,0.45,0.55,1092,0.01
0.05,0.45,0.6,1093,0.01
0.05,0.45,0.65,1094,0.01
0.05,0.45,0.7,1095,0.01
0.05,0.45,0.75,1096,0.01
0.05,0.45,0.8,1097,0.01
0.05,0.45,0.8,44,0.01
0.05,0.45,0.85,1098,0.01
0.05,0.45,0.85,44,0.01
0.05,0.45,0.9,1100,0.01
0.05,0.45,0.95,1101,0.060000000000000005
0.05,0.46,0,1102,0.01
0.05,0.46,0.05,1103,0.01
0.05,0.46,0.1,1104,0.01
0.05,0.46,0.15,1105,0.01
0.05,0.46,0.2,1106,0.01
0.05,0.46,0.25,1107,0.01
0.05,0.46,0.3,1108,0.01
0.05,0.46,0.35,1109,0.01
0.05,0.46,0.4,1110,0.01
0.05,0.46,0.45,1111,0.01
0.05,0.46,0.5,1112,0.01
0.05,0.46,0.55,1113,0.01
0.05,0.46,0.6,1114,0.01
0.05,0.46,0.65,1115,0.01
0.05,0.46,0.7,1116,0.01
0.05,0.46,0.75,1117,0.01
0.05,0.46,0.8,1118,0.01
0.05,0.46,0.85,1120,0.01
0.05,0.46,0.85,44,0.01
0.05,0.46,0.9,1121,0.01
0.05,0.46,0.95,1122,0.01
0.05,0.47,0,1124,0.01
0.05,0.47,0.05,1125,0.01
0.05,0.47,0.1,1126,0.01
0.05,0.47,0.15,1127,0.01
0.05,0.47,0.2,1128,0.01
0.05,0.47,0.25,1129,0.01
0.05,0.47,0.3,1130,0.01
0.05,0.47,0.35,1131,0.01
0.05,0.47,0.4,1132,0.01
0.05,0.47,0.45,1133,0.01
0.05,0.47,0.5,1134,0.01
0.05,0.47,0.55,1135,0.01
0.05,0.47,0.6,1136,0.01
0.05,0.47,0.65,1137,0.01
0.05,0.47,0.7,1138,0.01
0.05,0.47,0.75,1140,0.01
0.05,0.47,0.8,1141,0.01
0.05,0.47,0.85,1142,0.01
0.05,0.47,0.85,44,0.01
0.05,0.47,0.9,1143,0.01
0.05,0.47,0.95,1144,0.01
0.05,0.48,0,1145,0.01
0.05,0.48,0.05,1146,0.01
0.05,0.48,0.1,1147,0.01
0.05,0.48,0.15,1148,0.01
0.05,0.48,0.2,1149,0.01
0.05,0.48,0.25,1150,0.01
0.05,0.48,0.3,1151,0.01
0.05,0.48,0.35,1152,0.01
0.05,0.48,0.4,1153,0.01
0.05,0.48,0.45,1154,0.01
0.05,0.48,0.5,1155,0.01
0.05,0.48,0.55,1156,0.01
0.05,0.48,0.6,1157,0.01
0.05,0.48,0.65,1158,0.01
0.05,0.48,0.7,1159,0.01
0.05,0.48,0.75,1160,0.01
0.05,0.48,0.8,1161,0.01
0.05,0.48,0.85,1162,0.01
0.05,0.48,0.85,44,0.01
0.05,0.48,0.9,1163,0.01
0.05,0.48,0.9,44,0.01
0.05,0.48,0.95,1164,0.01
0.05,0.49,0,1165,0.01
0.05,0.49,0.05,1166,0.01
0.05,0.49,0.1,1167,0.01
0.05,0.49,0.15,1168,0.01
0.05,0.49,0.2,1169,0.01
0.05,0.49,0.25,1170,0.01
0.05,0.49,0.3,1171,0.01
0.05,0.49,0.35,1172,0.01
0.05,0.49,0.4,1173,0.01
0.05,0.49,0.45,1174,0.01
0.05,0.49,0.5,1175,0.01
0.05,0.49,0.55,1176,0.01
0.05,0.49,0.6,1177,0.01
0.05,0.49,0.65,1178,0.01
0.05,0.49,0.7,1179,0.01
0.05,0.49,0.75,1180,0.01
0.05,0.49,0.8,1181,0.01
0.05,0.49,0.85,1182,0.01
0.05,0.49,0.9,1183,0.01
0.05,0.49,0.9,44,0.01
0.05,0.49,0.95,1184,0.01
0.05,0.5,0,1185,0.01
0.05,0.5,0.05,1186,0.01
0.05,0.5,0.1,1187,0.01
0.05,0.5,0.15,1188,0.01
0.05,0.5,0.2,1189,0.01
0.05,0.5,0.25,1190,0.01
0.05,0.5,0.3,1191,0.01
0.05,0.5,0.35,1192,0.01
0.05,0.5,0.4,1193,0.01
0.05,0.5,0.45,1194,0.01
0.05,0.5,0.5,1195,0.01
0.05,0.5,0.55,1196,0.01
0.05,0.5,0.6,1197,0.01
0.05,0.5,0.65,1198,0.01
0.05,0.5,0.7,1199,0.01
0.05,0.5,0.75,1200,0.01
0.05,0.5,0.8,1201,0.01
0.05,0.5,0.85,1202,0.01
0.05,0.5,0.9,1203,0.01
0.05,0.5,0.9,44,0.01
0.05,0.5,0.95,1204,0.01
0.05,0.51,0,1205,0.01
0.05,0.51,0.05,1206,0.01
0.05,0.51,0.1,1207,0.01
0.05,0.51,0.15,1208,0.01
0.05,0.51,0.2,1209,0.01
0.05,0.51,0.25,1210,0.01
0.05,0.51,0.3,1211,0.01
0.05,0.51,0.35,1212,0.01
0.05,0.51,0.4,1213,0.01
0.05,0.51,0.45,1214,0.01
0.05,0.51,0.5,1215,0.01
0.05,0.51,0.55,1216,0.01
0.05,0.51,0.6,1217,0.01
0.05,0.51,0.65,1218,0.01
0.05,0.51,0.7,1219,0.01
0.05,0.51,0.75,1220,0.01
0.05,0.51,0.8,1221,0.01
0.05,0.51,0.85,1222,0.01
0.05,0.51,0.9,1223,0.01
0.05,0.51,0.95,1224,0.01
0.05,0.52,0,1225,0.01
0.05,0.52,0.05,1226,0.01
0.05,0.52,0.1,1227,0.01
0.05,0.52,0.15,1228,0.01
0.05,0.52,0.2,1229,0.01
0.05,0.52,0.25,1230,0.01
0.05,0.52,0.3,1231,0.01
0.05,0.52,0.35,1232,0.01
0.05,0.52,0.4,1233,0.01
0.05,0.52,0.45,1234,0.01
0.05,0.52,0.5,1235,0.01
0.05,0.52,0.55,1236,0.01
0.05,0.52,0.6,1237,0.01
0.05,0.52,0.65,1238,0.01
0.05,0.52,0.7,1239,0.01
0.05,0.52,0.75,1240,0.01
0.05,0.52,0.8,1241,0.01
0.05,0.52,0.85,1242,0.01
0.05,0.52,0.9,1243,0.01
0.05,0.52,0.95,1244,0.01
0.05,0.53,0,1245,0.01
0.05,0.53,0.05,1246,0.01
0.05,0.53,0.1,1247,0.01
0.05,0.53,0.15,1248,0.01
0.05,0.53,0.2,1249,0.01
0.05,0.53,0.25,1250,0.01
0.05,0.53,0.3,1251,0.01
0.05,0.53,0.35,1252,0.01
0.05,0.53,0.4,1253,0.01
0.05,0.53,0.45,1254,0.01
0.05,0.53,0.5,1255,0.01
0.05,0.53,0.55,1256,0.01
0.05,0.53,0.6,1257,0.01
0.05,0.53,0.65,1258,0.01
0.05,0.53,0.7,1259,0.01
0.05,0.53,0.75,1260,0.01
0.05,0.53,0.8,1261,0.01
0.05,0.53,0.85,1262,0.01
0.05,0.53,0.9,1263,0.01
0.05,0.53,0.95,1264,0.01
0.05,0.54,0,1265,0.01
0.05,0.54,0.05,1266,0.01
0.05,0.54,0.1,1267,0.01
0.05,0.54,0.15,1268,0.01
0.05,0.54,0.2,1269,0.01
0.05,0.54,0.25,1270,0.01
0.05,0.54,0.3,1271,0.01
0.05,0.54,0.35,1272,0.01
0.05,0.54,0.4,1273,0.01
0.05,0.54,0.45,1274,0.01
0.05,0.54,0.5,1275,0.01
0.05,0.54,0.55,1276,0.01
0.05,0.54,0.6,1277,0.01
0.05,0.54,0.65,1278,0.01
0.05,0.54,0.7,1279,0.01
0.05,0.54,0.75,1280,0.01
0.05,0.54,0.8,1281,0.01
0.05,0.54,0.85,1282,0.01
0.05,0.54,0.9,1283,0.01
0.05,0.54,0.95,1284,0.01
0.05,0.55,0,1285,0.01
0.05,0.55,0.05,1286,0.01
0.05,0.55,0.1,1287,0.01
0.05,0.55,0.15,1288,0.01
0.05,0.55,0.2,1289,0.01
0.05,0.55,0.25,1290,0.01
0.05,0.55,0.3,1291,0.01
0.05,0.55,0.35,1292,0.01
0.05,0.55,0.4,1293,0.01
0.05,0.55,0.45,1294,0.01
0.05,0.55,0.5,1295,0.01
0.05,0.55,0.55,1296,0.01
0.05,0.55,0.6,1297,0.01
0.05,0.55,0.65,1298,0.01
0.05,0.55,0.7,1299,0.01
0.05,0.55,0.75,1300,0.01
0.05,0.55,0.8,1301,0.01
0.05,0.55,0.85,1302,0.01
0.05,0.55,0.9,1303,0.01
0.05,0.55,0.95,1304,0.01
0.05,0.56,0,1305,0.01
0.05,0.56,0.05,1306,0.01
0.05,0.56,0.1,1307,0.01
0.05,0.56,0.15,1308,0.01
0.05,0.56,0.2,1309,0.01
0.05,0.56,0.25,1310,0.01
0.05,0.56,0.3,1311,0.01
0.05,0.56,0.35,1312,0.01
0.05,0.56,0.4,1313,0.01
0.05,0.56,0.45,1314,0.01
0.05,0.56,0.5,1315,0.01
0.05,0.56,0.55,1316,0.01
0.05,0.56,0.6,1317,0.01
0.05,0.56,0.65,1318,0.01
0.05,0.56,0.7,1319,0.01
0.05,0.56,0.75,1320,0.01
0.05,0.56,0.8,1321,0.01
0.05,0.56,0.85,1322,0.01
0.05,0.56,0.9,1323,0.01
0.05,0.56,0.95,1324,0.01
0.05,0.57,0,1325,0.01
0.05,0.57,0.05,1326,0.01
0.05,0.57,0.1,1327,0.01
0.05,0.57,0.15,1328,0.01
0.05,0.57,0.2,1329,0.01
0.05,0.57,0.25,1330,0.01
0.05,0.57,0.3,1331,0.01
0.05,0.57,0.35,1332,0.01
0.05,0.57,0.4,1333,0.01
0.05,0.57,0.45,1334,0.01
0.05,0.57,0.5,1335,0.01
0.05,0.57,0.55,1336,0.01
0.05,0.57,0.6,1337,0.01
0.05,0.57,0.65,1338,0.01
0.05,0.57,0.7,1339,0.01
0.05,0.57,0.75,1340,0.01
0.05,0.57,0.8,1341,0.01
0.05,0.57,0.85,1342,0.01
0.05,0.57,0.9,1343,0.01
0.05,0.57,0.95,1344,0.01
0.05,0.58,0,1345,0.01
0.05,0.58,0.05,1346,0.01
0.05,0.58,0.1,1347,0.01
0.05,0.58,0.15,1348,0.01
0.05,0.58,0.2,1349,0.01
0.05,0.58,0.25,1350,0.01
0.05,0.58,0.3,1351,0.01
0.05,0.58,0.35,1352,0.01
0.05,0.58,0.4,1353,0.01
0.05,0.58,0.45,1354,0.01
0.05,0.58,0.5,1355,0.01
0.05,0.58,0.55,1356,0.01
0.05,0.58,0.6,1357,0.01
0.05,0.58,0.65,1358,0.01
0.05,0.58,0.7,1359,0.01
0.05,0.58,0.75,1360,0.01
0.05,0.58,0.8,1361,0.01
0.05,0.58,0.85,1362,0.01
0.05,0.58,0.9,1363,0.01
0.05,0.58,0.95,1364,0.01
0.05,0.59,0,1365,0.01
0.05,0.59,0.05,1366,0.01
0.05,0.59,0.1,1367,0.01
0.05,0.59,0.15,1368,0.01
0.05,0.59,0.2,1369,0.01
0.05,0.59,0.25,1370,0.01
0.05,0.59,0.3,1371,0.01
0.05,0.59,0.35,1372,0.01
0.05,0.59,0.4,1373,0.01
0.05,0.59,0.45,1374,0.01
0.05,0.59,0.5,1375,0.01
0.05,0.59,0.55,1376,0.01
0.05,0.59,0.6,1377,0.01
0.05,0.59,0.65,1378,0.01
0.05,0.59,0.7,1379,0.01
0.05,0.59,0.75,1380,0.01
0.05,0.59,0.8,1381,0.01
0.05,0.59,0.85,1382,0.01
