recruitment,grazing,competition,ID,min_coral_cover
0.2,0.45,0.05,1082,0.01
0.2,0.45,0.1,1083,0.01
0.2,0.45,0.15,1084,0.01
0.2,0.45,0.2,1085,0.01
0.2,0.45,0.25,1086,0.01
0.2,0.45,0.3,1087,0.01
0.2,0.45,0.35,1088,0.01
0.2,0.45,0.4,1089,0.01
0.2,0.45,0.45,1090,0.01
0.2,0.45,0.5,1091,0.01
0.2,0.45,0.55,1092,0.01
0.2,0.45,0.6,1093,0.01
0.2,0.45,0.65,1094,0.01
0.2,0.45,0.7,1095,0.01
0.2,0.45,0.75,1096,0.01
0.2,0.45,0.8,1097,0.01
0.2,0.45,0.85,1098,0.01
0.2,0.45,0.9,1100,0.01
0.2,0.45,0.95,1101,0.01
0.2,0.46,0,1102,0.01
0.2,0.46,0.05,1103,0.01
0.2,0.46,0.1,1104,0.01
0.2,0.46,0.15,1105,0.01
0.2,0.46,0.2,1106,0.01
0.2,0.46,0.25,1107,0.01
0.2,0.46,0.3,1108,0.01
0.2,0.46,0.35,1109,0.01
0.2,0.46,0.4,1110,0.01
0.2,0.46,0.45,1111,0.01
0.2,0.46,0.5,1112,0.01
0.2,0.46,0.55,1113,0.01
0.2,0.46,0.6,1114,0.01
0.2,0.46,0.65,1115,0.01
0.2,0.46,0.7,1116,0.01
0.2,0.46,0.75,1117,0.01
0.2,0.46,0.8,1118,0.01
0.2,0.46,0.85,1120,0.01
0.2,0.46,0.9,1121,0.01
0.2,0.46,0.95,1122,0.01
0.2,0.47,0,1124,0.01
0.2,0.47,0.05,1125,0.01
0.2,0.47,0.1,1126,0.01
0.2,0.47,0.15,1127,0.01
0.2,0.47,0.2,1128,0.01
0.2,0.47,0.25,1129,0.01
0.2,0.47,0.3,1130,0.01
0.2,0.47,0.35,1131,0.01
0.2,0.47,0.4,1132,0.01
0.2,0.47,0.45,1133,0.01
0.2,0.47,0.5,1134,0.01
0.2,0.47,0.55,1135,0.01
0.2,0.47,0.6,1136,0.01
0.2,0.47,0.65,1137,0.01
0.2,0.47,0.7,1138,0.01
0.2,0.47,0.75,1140,0.01
0.2,0.47,0.8,1141,0.01
0.2,0.47,0.85,1142,0.01
0.2,0.47,0.9,1143,0.01
0.2,0.47,0.95,1144,0.01
0.2,0.48,0,1145,0.01
0.2,0.48,0.05,1146,0.01
0.2,0.48,0.1,1147,0.01
0.2,0.48,0.15,1148,0.01
0.2,0.48,0.2,1149,0.01
0.2,0.48,0.25,1150,0.01
0.2,0.48,0.3,1151,0.01
0.2,0.48,0.35,1152,0.01
0.2,0.48,0.4,1153,0.01
0.2,0.48,0.45,1154,0.01
0.2,0.48,0.5,1155,0.01
0.2,0.48,0.55,1156,0.01
0.2,0.48,0.6,1157,0.01
0.2,0.48,0.65,1158,0.01
0.2,0.48,0.7,1159,0.01
0.2,0.48,0.75,1160,0.01
0.2,0.48,0.8,1161,0.01
0.2,0.48,0.85,1162,0.01
0.2,0.48,0.9,1163,0.01
0.2,0.48,0.95,1164,0.01
0.2,0.49,0,1165,0.01
0.2,0.49,0.05,1166,0.01
0.2,0.49,0.1,1167,0.01
0.2,0.49,0.15,1168,0.01
0.2,0.49,0.2,1169,0.01
0.2,0.49,0.25,1170,0.01
0.2,0.49,0.3,1171,0.01
0.2,0.49,0.35,1172,0.01
0.2,0.49,0.4,1173,0.01
0.2,0.49,0.45,1174,0.01
0.2,0.49,0.5,1175,0.01
0.2,0.49,0.55,1176,0.01
0.2,0.49,0.6,1177,0.01
0.2,0.49,0.65,1178,0.01
0.2,0.49,0.7,1179,0.01
0.2,0.49,0.75,1180,0.01
0.2,0.49,0.8,1181,0.01
0.2,0.49,0.85,1182,0.01
0.2,0.49,0.9,1183,0.01
0.2,0.49,0.95,1184,0.01
0.2,0.5,0,1185,0.01
0.2,0.5,0.05,1186,0.01
0.2,0.5,0.1,1187,0.01
0.2,0.5,0.15,1188,0.01
0.2,0.5,0.2,1189,0.01
0.2,0.5,0.25,1190,0.01
0.2,0.5,0.3,1191,0.01
0.2,0.5,0.35,1192,0.01
0.2,0.5,0.4,1193,0.01
0.2,0.5,0.45,1194,0.01
0.2,0.5,0.5,1195,0.01
0.2,0.5,0.55,1196,0.01
0.2,0.5,0.6,1197,0.01
0.2,0.5,0.65,1198,0.01
0.2,0.5,0.7,1199,0.01
0.2,0.5,0.75,1200,0.01
0.2,0.5,0.8,1201,0.01
0.2,0.5,0.85,1202,0.01
0.2,0.5,0.9,1203,0.01
0.2,0.5,0.95,1204,0.01
0.2,0.51,0,1205,0.01
0.2,0.51,0.05,1206,0.01
0.2,0.51,0.1,1207,0.01
0.2,0.51,0.15,1208,0.01
0.2,0.51,0.2,1209,0.01
0.2,0.51,0.25,1210,0.01
0.2,0.51,0.3,1211,0.01
0.2,0.51,0.35,1212,0.01
0.2,0.51,0.4,1213,0.01
0.2,0.51,0.45,1214,0.01
0.2,0.51,0.5,1215,0.01
0.2,0.51,0.55,1216,0.01
0.2,0.51,0.6,1217,0.01
0.2,0.51,0.65,1218,0.01
0.2,0.51,0.7,1219,0.01
0.2,0.51,0.75,1220,0.01
0.2,0.51,0.8,1221,0.01
0.2,0.51,0.85,1222,0.01
0.2,0.51,0.9,1223,0.01
0.2,0.51,0.95,1224,0.01
0.2,0.52,0,1225,0.01
0.2,0.52,0.05,1226,0.01
0.2,0.52,0.1,1227,0.01
0.2,0.52,0.15,1228,0.01
0.2,0.52,0.2,1229,0.01
0.2,0.52,0.25,1230,0.01
0.2,0.52,0.3,1231,0.01
0.2,0.52,0.35,1232,0.01
0.2,0.52,0.4,1233,0.01
0.2,0.52,0.45,1234,0.01
0.2,0.52,0.5,1235,0.01
0.2,0.52,0.55,1236,0.01
0.2,0.52,0.6,1237,0.01
0.2,0.52,0.65,1238,0.01
0.2,0.52,0.7,1239,0.01
0.2,0.52,0.75,1240,0.01
0.2,0.52,0.8,1241,0.01
0.2,0.52,0.85,1242,0.01
0.2,0.52,0.9,1243,0.01
0.2,0.52,0.95,1244,0.01
0.2,0.53,0,1245,0.01
0.2,0.53,0.05,1246,0.01
0.2,0.53,0.1,1247,0.01
0.2,0.53,0.15,1248,0.01
0.2,0.53,0.2,1249,0.01
0.2,0.53,0.25,1250,0.01
0.2,0.53,0.3,1251,0.01
0.2,0.53,0.35,1252,0.01
0.2,0.53,0.4,1253,0.01
0.2,0.53,0.45,1254,0.01
0.2,0.53,0.5,1255,0.01
0.2,0.53,0.55,1256,0.01
0.2,0.53,0.6,1257,0.01
0.2,0.53,0.65,1258,0.01
0.2,0.53,0.7,1259,0.01
0.2,0.53,0.75,1260,0.01
0.2,0.53,0.8,1261,0.01
0.2,0.53,0.85,1262,0.01
0.2,0.53,0.9,1263,0.01
0.2,0.53,0.95,1264,0.01
0.2,0.54,0,1265,0.01
0.2,0.54,0.05,1266,0.01
0.2,0.54,0.1,1267,0.01
0.2,0.54,0.15,1268,0.01
0.2,0.54,0.2,1269,0.01
0.2,0.54,0.25,1270,0.01
0.2,0.54,0.3,1271,0.01
0.2,0.54,0.35,1272,0.01
0.2,0.54,0.4,1273,0.01
0.2,0.54,0.45,1274,0.01
0.2,0.54,0.5,1275,0.01
0.2,0.54,0.55,1276,0.01
0.2,0.54,0.6,1277,0.01
0.2,0.54,0.65,1278,0.01
0.2,0.54,0.7,1279,0.01
0.2,0.54,0.75,1280,0.01
0.2,0.54,0.8,1281,0.01
0.2,0.54,0.85,1282,0.01
0.2,0.54,0.9,1283,0.01
0.2,0.54,0.95,1284,0.01
0.2,0.55,0,1285,0.01
0.2,0.55,0.05,1286,0.01
0.2,0.55,0.1,1287,0.01
0.2,0.55,0.15,1288,0.01
0.2,0.55,0.2,1289,0.01
0.2,0.55,0.25,1290,0.01
0.2,0.55,0.3,1291,0.01
0.2,0.55,0.35,1292,0.01
0.2,0.55,0.4,1293,0.01
0.2,0.55,0.45,1294,0.01
0.2,0.55,0.5,1295,0.01
0.2,0.55,0.55,1296,0.01
0.2,0.55,0.6,1297,0.01
0.2,0.55,0.65,1298,0.01
0.2,0.55,0.7,1299,0.01
0.2,0.55,0.75,1300,0.01
0.2,0.55,0.8,1301,0.01
0.2,0.55,0.85,1302,0.01
0.2,0.55,0.9,1303,0.01
0.2,0.55,0.95,1304,0.01
0.2,0.56,0,1305,0.01
0.2,0.56,0.05,1306,0.01
0.2,0.56,0.1,1307,0.01
0.2,0.56,0.15,1308,0.01
0.2,0.56,0.2,1309,0.01
0.2,0.56,0.25,1310,0.01
0.2,0.56,0.3,1311,0.01
0.2,0.56,0.35,1312,0.01
0.2,0.56,0.4,1313,0.01
0.2,0.56,0.45,1314,0.01
0.2,0.56,0.5,1315,0.01
0.2,0.56,0.55,1316,0.01
0.2,0.56,0.6,1317,0.01
0.2,0.56,0.65,1318,0.01
0.2,0.56,0.7,1319,0.01
0.2,0.56,0.75,1320,0.01
0.2,0.56,0.8,1321,0.01
0.2,0.56,0.85,1322,0.01
0.2,0.56,0.9,1323,0.01
0.2,0.56,0.95,1324,0.01
0.2,0.57,0,1325,0.01
0.2,0.57,0.05,1326,0.01
0.2,0.57,0.1,1327,0.01
0.2,0.57,0.15,1328,0.01
0.2,0.57,0.2,1329,0.01
0.2,0.57,0.25,1330,0.01
0.2,0.57,0.3,1331,0.01
0.2,0.57,0.35,1332,0.01
0.2,0.57,0.4,1333,0.01
0.2,0.57,0.45,1334,0.01
0.2,0.57,0.5,1335,0.01
0.2,0.57,0.55,1336,0.01
0.2,0.57,0.6,1337,0.01
0.2,0.57,0.65,1338,0.01
0.2,0.57,0.7,1339,0.01
0.2,0.57,0.75,1340,0.01
0.2,0.57,0.8,1341,0.01
0.2,0.57,0.85,1342,0.01
0.2,0.57,0.9,1343,0.01
0.2,0.57,0.95,1344,0.01
0.2,0.58,0,1345,0.01
0.2,0.58,0.05,1346,0.01
0.2,0.58,0.1,1347,0.01
0.2,0.58,0.15,1348,0.01
0.2,0.58,0.2,1349,0.01
0.2,0.58,0.25,1350,0.01
0.2,0.58,0.3,1351,0.01
0.2,0.58,0.35,1352,0.01
0.2,0.58,0.4,1353,0.01
0.2,0.58,0.45,1354,0.01
0.2,0.58,0.5,1355,0.01
0.2,0.58,0.55,1356,0.01
0.2,0.58,0.6,1357,0.01
0.2,0.58,0.65,1358,0.01
0.2,0.58,0.7,1359,0.01
0.2,0.58,0.75,1360,0.01
0.2,0.58,0.8,1361,0.01
0.2,0.58,0.85,1362,0.01
0.2,0.58,0.9,1363,0.01
0.2,0.58,0.95,1364,0.01
0.2,0.59,0,1365,0.01
0.2,0.59,0.05,1366,0.01
0.2,0.59,0.1,1367,0.01
0.2,0.59,0.15,1368,0.01
0.2,0.59,0.2,1369,0.01
0.2,0.59,0.25,1370,0.01
0.2,0.59,0.3,1371,0.01
0.2,0.59,0.35,1372,0.01
0.2,0.59,0.4,1373,0.01
0.2,0.59,0.45,1374,0.01
0.2,0.59,0.5,1375,0.01
0.2,0.59,0.55,1376,0.01
0.2,0.59,0.6,1377,0.01
0.2,0.59,0.65,1378,0.01
0.2,0.59,0.7,1379,0.01
0.2,0.59,0.75,1380,0.01
0.2,0.59,0.8,1381,0.01
0.2,0.59,0.85,1382,0.01
0.2,0.59,0.9,1383,0.01
0.2,0.59,0.95,1384,0.01
0.2,0.6,0,1385,0.01
0.2,0.6,0.05,1386,0.01
0.2,0.6,0.1,1387,0.01
0.2,0.6,0.15,1388,0.01
0.2,0.6,0.2,1389,0.01
0.2,0.6,0.25,1390,0.01
0.2,0.6,0.3,1391,0.01
0.2,0.6,0.35,1392,0.01
0.2,0.6,0.4,1393,0.01
0.2,0.6,0.45,1394,0.01
0.2,0.6,0.5,1395,0.01
0.2,0.6,0.55,1396,0.01
0.2,0.6,0.6,1397,0.01
0.2,0.6,0.65,1398,0.01
0.2,0.6,0.7,1399,0.01
0.2,0.6,0.75,1400,0.01
0.2,0.6,0.8,1401,0.01
0.2,0.6,0.85,1402,0.01
0.2,0.6,0.9,1403,0.01
0.2,0.6,0.95,1404,0.01
0.2,0.61,0,1405,0.01
0.2,0.61,0.05,1406,0.01
0.2,0.61,0.1,1407,0.01
0.2,0.61,0.15,1408,0.01
0.2,0.61,0.2,1409,0.01
0.2,0.61,0.25,1410,0.01
0.2,0.61,0.3,1411,0.01
0.2,0.61,0.35,1412,0.01
0.2,0.61,0.4,1413,0.01
0.2,0.61,0.45,1414,0.01
0.2,0.61,0.5,1415,0.01
0.2,0.61,0.55,1416,0.01
0.2,0.61,0.6,1417,0.01
0.2,0.61,0.65,1418,0.01
0.2,0.61,0.7,1419,0.01
0.2,0.61,0.75,1420,0.01
0.2,0.61,0.8,1421,0.01
0.2,0.61,0.85,1422,0.01
0.2,0.61,0.9,1423,0.01
0.2,0.61,0.95,1424,0.01
0.2,0.62,0,1425,0.01
0.2,0.62,0.05,1426,0.01
0.2,0.62,0.1,1427,0.01
0.2,0.62,0.15,1428,0.01
0.2,0.62,0.2,1429,0.01
0.2,0.62,0.25,1430,0.01
0.2,0.62,0.3,1431,0.01
0.2,0.62,0.35,1432,0.01
0.2,0.62,0.4,1433,0.01
0.2,0.62,0.45,1434,0.01
0.2,0.62,0.5,1435,0.01
0.2,0.62,0.55,1436,0.01
0.2,0.62,0.6,1437,0.01
0.2,0.62,0.65,1438,0.01
0.2,0.62,0.7,1439,0.01
0.2,0.62,0.75,1440,0.01
0.2,0.62,0.8,1441,0.01
0.2,0.62,0.85,1442,0.01
0.2,0.62,0.9,1443,0.01
0.2,0.62,0.95,1444,0.01
0.2,0.63,0,1445,0.01
0.2,0.63,0.05,1446,0.01
0.2,0.63,0.1,1447,0.01
0.2,0.63,0.15,1448,0.01
0.2,0.63,0.2,1449,0.01
0.2,0.63,0.25,1450,0.01
0.2,0.63,0.3,1451,0.01
0.2,0.63,0.35,1452,0.01
0.2,0.63,0.4,1453,0.01
0.2,0.63,0.45,1454,0.01
0.2,0.63,0.5,1455,0.01
0.2,0.63,0.55,1456,0.01
0.2,0.63,0.6,1457,0.01
0.2,0.63,0.65,1458,0.01
0.2,0.63,0.7,1459,0.01
0.2,0.63,0.75,1460,0.01
0.2,0.63,0.8,1461,0.01
0.2,0.63,0.85,1462,0.01
0.2,0.63,0.9,1463,0.01
0.2,0.63,0.95,1464,0.01
0.2,0.64,0,1465,0.01
0.2,0.64,0.05,1466,0.01
0.2,0.64,0.1,1467,0.01
0.2,0.64,0.15,1468,0.01
0.2,0.64,0.2,1469,0.01
0.2,0.64,0.25,1470,0.01
0.2,0.64,0.3,1471,0.01
0.2,0.64,0.35,1472,0.01
0.2,0.64,0.4,1473,0.01
0.2,0.64,0.45,1474,0.01
0.2,0.64,0.5,1475,0.01
0.2,0.64,0.55,1476,0.01
0.2,0.64,0.6,1477,0.01
0.2,0.64,0.65,1478,0.01
0.2,0.64,0.7,1479,0.01
0.2,0.64,0.75,1480,0.01
0.2,0.64,0.8,1481,0.01
0.2,0.64,0.85,1482,0.01
0.2,0.64,0.9,1483,0.01
0.2,0.64,0.95,1484,0.01
0.2,0.65,0,1485,0.01
0.2,0.65,0.05,1486,0.01
0.2,0.65,0.1,1487,0.01
0.2,0.65,0.15,1488,0.01
0.2,0.65,0.2,1489,0.01
0.2,0.65,0.25,1490,0.01
0.2,0.65,0.3,1491,0.01
0.2,0.65,0.35,1492,0.01
0.2,0.65,0.4,1493,0.01
0.2,0.65,0.45,1494,0.01
0.2,0.65,0.5,1495,0.01
0.2,0.65,0.55,1496,0.01
0.2,0.65,0.6,1497,0.01
0.2,0.65,0.65,1498,0.01
0.2,0.65,0.7,1499,0.01
0.2,0.65,0.75,1500,0.01
0.2,0.65,0.8,1501,0.01
0.2,0.65,0.85,1502,0.01
0.2,0.65,0.9,1503,0.01
0.2,0.65,0.95,1504,0.01
0.2,0.66,0,1505,0.01
0.2,0.66,0.05,1506,0.01
0.2,0.66,0.1,1507,0.01
0.2,0.66,0.15,1508,0.01
0.2,0.66,0.2,1509,0.01
0.2,0.66,0.25,1510,0.01
0.2,0.66,0.3,1511,0.01
0.2,0.66,0.35,1512,0.01
0.2,0.66,0.4,1513,0.01
0.2,0.66,0.45,1514,0.01
0.2,0.66,0.5,1515,0.01
0.2,0.66,0.55,1516,0.01
0.2,0.66,0.6,1517,0.01
0.2,0.66,0.65,1518,0.01
0.2,0.66,0.7,1519,0.01
0.2,0.66,0.75,1520,0.01
0.2,0.66,0.8,1521,0.01
0.2,0.66,0.85,1522,0.01
0.2,0.66,0.9,1523,0.01
0.2,0.66,0.95,1524,0.01
0.2,0.67,0,1525,0.01
0.2,0.67,0.05,1526,0.01
0.2,0.67,0.1,1527,0.01
0.2,0.67,0.15,1528,0.01
0.2,0.67,0.2,1529,0.01
0.2,0.67,0.25,1530,0.01
0.2,0.67,0.3,1531,0.01
0.2,0.67,0.35,1532,0.01
0.2,0.67,0.4,1533,0.01
0.2,0.67,0.45,1534,0.01
0.2,0.67,0.5,1535,0.01
0.2,0.67,0.55,1536,0.01
0.2,0.67,0.6,1537,0.01
0.2,0.67,0.65,1538,0.01
0.2,0.67,0.7,1539,0.01
0.2,0.67,0.75,1540,0.01
0.2,0.67,0.8,1541,0.01
0.2,0.67,0.85,1542,0.01
0.2,0.67,0.9,1543,0.01
0.2,0.67,0.95,1544,0.01
0.2,0.68,0,1545,0.01
0.2,0.68,0.05,1546,0.01
0.2,0.68,0.1,1547,0.01
0.2,0.68,0.15,1548,0.01
0.2,0.68,0.2,1549,0.01
0.2,0.68,0.25,1550,0.01
0.2,0.68,0.3,1551,0.01
0.2,0.68,0.35,1552,0.01
0.2,0.68,0.4,1553,0.01
0.2,0.68,0.45,1554,0.01
0.2,0.68,0.5,1555,0.01
0.2,0.68,0.55,1556,0.01
0.2,0.68,0.6,1557,0.01
0.2,0.68,0.65,1558,0.01
0.2,0.68,0.7,1559,0.01
0.2,0.68,0.75,1560,0.01
0.2,0.68,0.8,1561,0.01
0.2,0.68,0.85,1562,0.01
0.2,0.68,0.9,1563,0.01
0.2,0.68,0.95,1564,0.01
0.2,0.69,0,1565,0.01
0.2,0.69,0.05,1566,0.01
0.2,0.69,0.1,1567,0.01
0.2,0.69,0.15,1568,0.01
0.2,0.69,0.2,1569,0.01
0.2,0.69,0.25,1570,0.01
0.2,0.69,0.3,1571,0.01
0.2,0.69,0.35,1572,0.01
0.2,0.69,0.4,1573,0.01
0.2,0.69,0.45,1574,0.01
0.2,0.69,0.5,1575,0.01
0.2,0.69,0.55,1576,0.01
0.2,0.69,0.6,1577,0.01
0.2,0.69,0.65,1578,0.01
0.2,0.69,0.7,1579,0.01
0.2,0.69,0.75,1580,0.01
0.2,0.69,0.8,1581,0.01
0.2,0.69,0.85,1582,0.01
0.2,0.69,0.9,1583,0.01
0.2,0.69,0.95,1584,0.01
0.2,0.7,0,1585,0.01
0.2,0.7,0.05,1586,0.01
0.2,0.7,0.1,1587,0.01
0.2,0.7,0.15,1588,0.01
0.2,0.7,0.2,1589,0.01
0.2,0.7,0.25,1590,0.01
0.2,0.7,0.3,1591,0.01
0.2,0.7,0.35,1592,0.01
0.2,0.7,0.4,1593,0.01
0.2,0.7,0.45,1594,0.01
0.2,0.7,0.5,1595,0.01
0.2,0.7,0.55,1596,0.01
0.2,0.7,0.6,1597,0.01
0.2,0.7,0.65,1598,0.01
0.2,0.7,0.7,1599,0.01
0.2,0.7,0.75,1600,0.01
0.2,0.7,0.8,1601,0.01
0.2,0.7,0.85,1602,0.01
0.2,0.7,0.9,1603,0.01
0.2,0.7,0.95,1604,0.01
0.2,0.71,0,1605,0.01
0.2,0.71,0.05,1606,0.01
0.2,0.71,0.1,1607,0.01
0.2,0.71,0.15,1608,0.01
0.2,0.71,0.2,1609,0.01
0.2,0.71,0.25,1610,0.01
0.2,0.71,0.3,1611,0.01
0.2,0.71,0.35,1612,0.01
0.2,0.71,0.4,1613,0.01
0.2,0.71,0.45,1614,0.01
0.2,0.71,0.5,1615,0.01
0.2,0.71,0.55,1616,0.01
0.2,0.71,0.6,1617,0.01
0.2,0.71,0.65,1618,0.01
0.2,0.71,0.7,1619,0.01
0.2,0.71,0.75,1620,0.01
0.2,0.71,0.8,1621,0.01
0.2,0.71,0.85,1622,0.01
0.2,0.71,0.9,1623,0.01
0.2,0.71,0.95,1624,0.01
0.2,0.72,0,1625,0.01
0.2,0.72,0.05,1626,0.01
0.2,0.72,0.1,1627,0.01
0.2,0.72,0.15,1628,0.01
0.2,0.72,0.2,1629,0.01
0.2,0.72,0.25,1630,0.01
0.2,0.72,0.3,1631,0.01
0.2,0.72,0.35,1632,0.01
0.2,0.72,0.4,1633,0.01
0.2,0.72,0.45,1634,0.01
0.2,0.72,0.5,1635,0.01
0.2,0.72,0.55,1636,0.01
0.2,0.72,0.6,1637,0.01
0.2,0.72,0.65,1638,0.01
0.2,0.72,0.7,1639,0.01
0.2,0.72,0.75,1640,0.01
0.2,0.72,0.8,1641,0.01
0.2,0.72,0.85,1642,0.01
0.2,0.72,0.9,1643,0.01
0.2,0.72,0.95,1644,0.01
0.2,0.73,0,1645,0.01
0.2,0.73,0.05,1646,0.01
0.2,0.73,0.1,1647,0.01
0.2,0.73,0.15,1648,0.01
0.2,0.73,0.2,1649,0.01
0.2,0.73,0.25,1650,0.01
0.2,0.73,0.3,1651,0.01
0.2,0.73,0.35,1652,0.01
0.2,0.73,0.4,1653,0.01
0.2,0.73,0.45,1654,0.01
0.2,0.73,0.5,1655,0.01
0.2,0.73,0.55,1656,0.01
0.2,0.73,0.6,1657,0.01
0.2,0.73,0.65,1658,0.01
0.2,0.73,0.7,1659,0.01
0.2,0.73,0.75,1660,0.01
0.2,0.73,0.8,1661,0.01
0.2,0.73,0.85,1662,0.01
0.2,0.73,0.9,1663,0.01
0.2,0.73,0.95,1664,0.01
0.2,0.74,0,1665,0.01
0.2,0.74,0.05,1666,0.01
0.2,0.74,0.1,1667,0.01
0.2,0.74,0.15,1668,0.01
0.2,0.74,0.2,1669,0.01
0.2,0.74,0.25,1670,0.01
0.2,0.74,0.3,1671,0.01
0.2,0.74,0.35,1672,0.01
0.2,0.74,0.4,1673,0.01
0.2,0.74,0.45,1674,0.01
0.2,0.74,0.5,1675,0.01
0.2,0.74,0.55,1676,0.01
0.2,0.74,0.6,1677,0.01
0.2,0.74,0.65,1678,0.01
0.2,0.74,0.7,1679,0.01
0.2,0.74,0.75,1680,0.01
0.2,0.74,0.8,1681,0.01
0.2,0.74,0.85,1682,0.01
0.2,0.74,0.9,1683,0.01
0.2,0.74,0.95,1684,0.01
0.2,0.75,0,1685,0.01
0.2,0.75,0.05,1686,0.01
0.2,0.75,0.1,1687,0.01
0.2,0.75,0.15,1688,0.01
0.2,0.75,0.2,1689,0.01
0.2,0.75,0.25,1690,0.01
0.2,0.75,0.3,1691,0.01
0.2,0.75,0.35,1692,0.01
0.2,0.75,0.4,1693,0.01
0.2,0.75,0.45,1694,0.01
0.2,0.75,0.5,1695,0.01
0.2,0.75,0.55,1696,0.01
0.2,0.75,0.6,1697,0.01
0.2,0.75,0.65,1698,0.01
0.2,0.75,0.7,1699,0.01
0.2,0.75,0.75,1700,0.01
0.2,0.75,0.8,1701,0.01
0.2,0.75,0.85,1702,0.01
0.2,0.75,0.9,1703,0.01
0.2,0.75,0.95,1704,0.01
0.2,0.76,0,1705,0.01
0.2,0.76,0.05,1706,0.01
0.2,0.76,0.1,1707,0.01
0.2,0.76,0.15,1708,0.01
0.2,0.76,0.2,1709,0.01
0.2,0.76,0.25,1710,0.01
0.2,0.76,0.3,1711,0.01
0.2,0.76,0.35,1712,0.01
0.2,0.76,0.4,1713,0.01
0.2,0.76,0.45,1714,0.01
0.2,0.76,0.5,1715,0.01
0.2,0.76,0.55,1716,0.01
0.2,0.76,0.6,1717,0.01
0.2,0.76,0.65,1718,0.01
0.2,0.76,0.7,1719,0.01
0.2,0.76,0.75,1720,0.01
0.2,0.76,0.8,1721,0.01
0.2,0.76,0.85,1722,0.01
0.2,0.76,0.9,1723,0.01
0.2,0.76,0.95,1724,0.01
0.2,0.77,0,1725,0.01
0.2,0.77,0.05,1726,0.01
0.2,0.77,0.1,1727,0.01
0.2,0.77,0.15,1728,0.01
0.2,0.77,0.2,1729,0.01
0.2,0.77,0.25,1730,0.01
0.2,0.77,0.3,1731,0.01
0.2,0.77,0.35,1732,0.01
0.2,0.77,0.4,1733,0.01
0.2,0.77,0.45,1734,0.01
0.2,0.77,0.5,1735,0.01
0.2,0.77,0.55,1736,0.01
0.2,0.77,0.6,1737,0.01
0.2,0.77,0.65,1738,0.01
0.2,0.77,0.7,1739,0.01
0.2,0.77,0.75,1740,0.01
0.2,0.77,0.8,1741,0.01
0.2,0.77,0.85,1742,0.01
0.2,0.77,0.9,1743,0.01
0.2,0.77,0.95,1744,0.01
0.2,0.78,0,1745,0.01
0.2,0.78,0.05,1746,0.01
0.2,0.78,0.1,1747,0.01
0.2,0.78,0.15,1748,0.01
0.2,0.78,0.2,1749,0.01
0.2,0.78,0.25,1750,0.01
0.2,0.78,0.3,1751,0.01
0.2,0.78,0.35,1752,0.01
0.2,0.78,0.4,1753,0.01
0.2,0.78,0.45,1754,0.01
0.2,0.78,0.5,1755,0.01
0.2,0.78,0.55,1756,0.01
0.2,0.78,0.6,1757,0.01
0.2,0.78,0.65,1758,0.01
0.2,0.78,0.7,1759,0.01
0.2,0.78,0.75,1760,0.01
0.2,0.78,0.8,1761,0.01
0.2,0.78,0.85,1762,0.01
0.2,0.78,0.9,1763,0.01
0.2,0.78,0.95,1764,0.01
0.2,0.79,0,1765,0.01
0.2,0.79,0.05,1766,0.01
0.2,0.79,0.1,1767,0.01
0.2,0.79,0.15,1768,0.01
0.2,0.79,0.2,1769,0.01
0.2,0.79,0.25,1770,0.01
0.2,0.79,0.3,1771,0.01
0.2,0.79,0.35,1772,0.01
0.2,0.79,0.4,1773,0.01
0.2,0.79,0.45,1774,0.01
0.2,0.79,0.5,1775,0.01
0.2,0.79,0.55,1776,0.01
0.2,0.79,0.6,1777,0.01
0.2,0.79,0.65,1778,0.01
0.2,0.79,0.7,1779,0.01
0.2,0.79,0.75,1780,0.01
0.2,0.79,0.8,1781,0.01
0.2,0.79,0.85,1782,0.01
0.2,0.79,0.9,1783,0.01
0.2,0.79,0.95,1784,0.01
0.2,0.8,0,1785,0.01
0.2,0.8,0.05,1786,0.01
0.2,0.8,0.1,1787,0.01
0.2,0.8,0.15,1788,0.01
0.2,0.8,0.2,1789,0.01
0.2,0.8,0.25,1790,0.01
0.2,0.8,0.3,1791,0.01
0.2,0.8,0.35,1792,0.01
0.2,0.8,0.4,1793,0.01
0.2,0.8,0.45,1794,0.01
0.2,0.8,0.5,1795,0.01
0.2,0.8,0.55,1796,0.01
0.2,0.8,0.6,1797,0.01
0.2,0.8,0.65,1798,0.01
0.2,0.8,0.7,1799,0.01
0.2,0.8,0.75,1800,0.01
0.2,0.8,0.8,1801,0.01
0.2,0.8,0.85,1802,0.01
0.2,0.8,0.9,1803,0.01
0.2,0.8,0.95,1804,0.01
0.2,0.81,0,1805,0.01
0.2,0.81,0.05,1806,0.01
0.2,0.81,0.1,1807,0.01
0.2,0.81,0.15,1808,0.01
0.2,0.81,0.2,1809,0.01
0.2,0.81,0.25,1810,0.01
0.2,0.81,0.3,1811,0.01
0.2,0.81,0.35,1812,0.01
0.2,0.81,0.4,1813,0.01
0.2,0.81,0.45,1814,0.01
0.2,0.81,0.5,1815,0.01
0.2,0.81,0.55,1816,0.01
0.2,0.81,0.6,1817,0.01
0.2,0.81,0.65,1818,0.01
0.2,0.81,0.7,1819,0.01
0.2,0.81,0.75,1820,0.01
0.2,0.81,0.8,1821,0.01
0.2,0.81,0.85,1822,0.01
0.2,0.81,0.9,1823,0.01
0.2,0.81,0.95,1824,0.01
