g,a,z,macro,min_coral
0.25,0.2,0.55,med,0.01
0.26,0.2,0.55,med,0.01
0.27,0.2,0.55,med,0.01
0.28,0.2,0.55,med,0.01
0.29,0.2,0.55,med,0.01
0.3,0.2,0.55,med,0.01
0.31,0.2,0.55,med,0.01
0.32,0.2,0.55,med,0.01
0.33,0.2,0.55,med,0.01
0.34,0.2,0.55,med,0.01
0.35,0.2,0.55,med,0.01
0.36,0.2,0.55,med,0.01
0.37,0.2,0.55,med,0.01
0.38,0.2,0.55,med,0.01
0.39,0.2,0.55,med,0.01
0.4,0.2,0.55,med,0.01
0.41,0.2,0.55,med,0.01
0.42,0.2,0.55,med,0.01
0.43,0.2,0.55,med,0.01
0.44,0.2,0.55,med,0.01
0.45,0.2,0.55,med,0.01
0.46,0.2,0.55,med,0.01
0.47,0.2,0.55,med,0.01
0.48,0.2,0.55,med,0.01
0.49,0.2,0.55,med,0.01
0.5,0.2,0.55,med,0.01
0.51,0.2,0.55,med,0.01
0.52,0.2,0.55,med,0.01
0.53,0.2,0.55,med,0.01
0.54,0.2,0.55,med,0.01
0.55,0.2,0.55,med,0.01
0.56,0.2,0.55,med,0.01
0.57,0.2,0.55,med,0.01
0.58,0.2,0.55,med,0.01
0.59,0.2,0.55,med,0.01
0.6,0.2,0.55,med,0.01
0.61,0.2,0.55,med,0.01
0.62,0.2,0.55,med,0.01
0.63,0.2,0.55,med,0.01
0.64,0.2,0.55,med,0.01
0.65,0.2,0.55,med,0.01
0.66,0.2,0.55,med,0.01
0.67,0.2,0.55,med,0.01
0.68,0.2,0.55,med,0.01
0.69,0.2,0.55,med,0.01
0.7,0.2,0.55,med,0.01
0.71,0.2,0.55,med,0.01
0.72,0.2,0.55,med,0.01
0.73,0.2,0.55,med,0.01
0.74,0.2,0.55,med,0.01
0.75,0.2,0.55,med,0.01
0.76,0.2,0.55,med,0.01
0.77,0.2,0.55,med,0.01
0.78,0.2,0.55,med,0.01
0.79,0.2,0.55,med,0.01
0.8,0.2,0.55,med,0.01
0.81,0.2,0.55,med,0.01
0.82,0.2,0.55,med,0.01
0.83,0.2,0.55,med,0.01
0.84,0.2,0.55,med,0.01
0.85,0.2,0.55,med,0.01
0.86,0.2,0.55,med,0.01
0.87,0.2,0.55,med,0.01
0.88,0.2,0.55,med,0.01
0.89,0.2,0.55,med,0.01
0.9,0.2,0.55,med,0.01
0.91,0.2,0.55,med,0.01
0.92,0.2,0.55,med,0.01
0.93,0.2,0.55,med,0.01
0.94,0.2,0.55,med,0.01
0.95,0.2,0.55,med,0.01
0.96,0.2,0.55,med,0.01
0.97,0.2,0.55,med,0.01
0.98,0.2,0.55,med,0.01
0.99,0.2,0.55,med,0.01
0,0.25,0.55,med,NA
0.01,0.25,0.55,med,NA
0.02,0.25,0.55,med,NA
0.03,0.25,0.55,med,NA
0.04,0.25,0.55,med,NA
0.05,0.25,0.55,med,NA
0.06,0.25,0.55,med,NA
0.07,0.25,0.55,med,NA
0.08,0.25,0.55,med,NA
0.09,0.25,0.55,med,NA
0.1,0.25,0.55,med,0.7100000000000001
0.11,0.25,0.55,med,0.01
0.12,0.25,0.55,med,0.01
0.13,0.25,0.55,med,0.01
0.14,0.25,0.55,med,0.01
0.15,0.25,0.55,med,0.01
0.16,0.25,0.55,med,0.01
0.17,0.25,0.55,med,0.01
0.18,0.25,0.55,med,0.01
0.19,0.25,0.55,med,0.01
0.2,0.25,0.55,med,0.01
0.21,0.25,0.55,med,0.01
0.22,0.25,0.55,med,0.01
0.23,0.25,0.55,med,0.01
0.24,0.25,0.55,med,0.01
0.25,0.25,0.55,med,0.01
0.26,0.25,0.55,med,0.01
0.27,0.25,0.55,med,0.01
0.28,0.25,0.55,med,0.01
0.29,0.25,0.55,med,0.01
0.3,0.25,0.55,med,0.01
0.31,0.25,0.55,med,0.01
0.32,0.25,0.55,med,0.01
0.33,0.25,0.55,med,0.01
0.34,0.25,0.55,med,0.01
0.35,0.25,0.55,med,0.01
0.36,0.25,0.55,med,0.01
0.37,0.25,0.55,med,0.01
0.38,0.25,0.55,med,0.01
0.39,0.25,0.55,med,0.01
0.4,0.25,0.55,med,0.01
0.41,0.25,0.55,med,0.01
0.42,0.25,0.55,med,0.01
0.43,0.25,0.55,med,0.01
0.44,0.25,0.55,med,0.01
0.45,0.25,0.55,med,0.01
0.46,0.25,0.55,med,0.01
0.47,0.25,0.55,med,0.01
0.48,0.25,0.55,med,0.01
0.49,0.25,0.55,med,0.01
0.5,0.25,0.55,med,0.01
0.51,0.25,0.55,med,0.01
0.52,0.25,0.55,med,0.01
0.53,0.25,0.55,med,0.01
0.54,0.25,0.55,med,0.01
0.55,0.25,0.55,med,0.01
0.56,0.25,0.55,med,0.01
0.57,0.25,0.55,med,0.01
0.58,0.25,0.55,med,0.01
0.59,0.25,0.55,med,0.01
0.6,0.25,0.55,med,0.01
0.61,0.25,0.55,med,0.01
0.62,0.25,0.55,med,0.01
0.63,0.25,0.55,med,0.01
0.64,0.25,0.55,med,0.01
0.65,0.25,0.55,med,0.01
0.66,0.25,0.55,med,0.01
0.67,0.25,0.55,med,0.01
0.68,0.25,0.55,med,0.01
0.69,0.25,0.55,med,0.01
0.7,0.25,0.55,med,0.01
0.71,0.25,0.55,med,0.01
0.72,0.25,0.55,med,0.01
0.73,0.25,0.55,med,0.01
0.74,0.25,0.55,med,0.01
0.75,0.25,0.55,med,0.01
0.76,0.25,0.55,med,0.01
0.77,0.25,0.55,med,0.01
0.78,0.25,0.55,med,0.01
0.79,0.25,0.55,med,0.01
0.8,0.25,0.55,med,0.01
0.81,0.25,0.55,med,0.01
0.82,0.25,0.55,med,0.01
0.83,0.25,0.55,med,0.01
0.84,0.25,0.55,med,0.01
0.85,0.25,0.55,med,0.01
0.86,0.25,0.55,med,0.01
0.87,0.25,0.55,med,0.01
0.88,0.25,0.55,med,0.01
0.89,0.25,0.55,med,0.01
0.9,0.25,0.55,med,0.01
0.91,0.25,0.55,med,0.01
0.92,0.25,0.55,med,0.01
0.93,0.25,0.55,med,0.01
0.94,0.25,0.55,med,0.01
0.95,0.25,0.55,med,0.01
0.96,0.25,0.55,med,0.01
0.97,0.25,0.55,med,0.01
0.98,0.25,0.55,med,0.01
0.99,0.25,0.55,med,0.01
0,0.3,0.55,med,NA
0.01,0.3,0.55,med,NA
0.02,0.3,0.55,med,NA
0.03,0.3,0.55,med,NA
0.04,0.3,0.55,med,NA
0.05,0.3,0.55,med,NA
0.06,0.3,0.55,med,NA
0.07,0.3,0.55,med,NA
0.08,0.3,0.55,med,NA
0.09,0.3,0.55,med,NA
0.1,0.3,0.55,med,NA
0.11,0.3,0.55,med,0.7100000000000001
0.12,0.3,0.55,med,0.060000000000000005
0.13,0.3,0.55,med,0.01
0.14,0.3,0.55,med,0.01
0.15,0.3,0.55,med,0.01
0.16,0.3,0.55,med,0.01
0.17,0.3,0.55,med,0.01
0.18,0.3,0.55,med,0.01
0.19,0.3,0.55,med,0.01
0.2,0.3,0.55,med,0.01
0.21,0.3,0.55,med,0.01
0.22,0.3,0.55,med,0.01
0.23,0.3,0.55,med,0.01
0.24,0.3,0.55,med,0.01
0.25,0.3,0.55,med,0.01
0.26,0.3,0.55,med,0.01
0.27,0.3,0.55,med,0.01
0.28,0.3,0.55,med,0.01
0.29,0.3,0.55,med,0.01
0.3,0.3,0.55,med,0.01
0.31,0.3,0.55,med,0.01
0.32,0.3,0.55,med,0.01
0.33,0.3,0.55,med,0.01
0.34,0.3,0.55,med,0.01
0.35,0.3,0.55,med,0.01
0.36,0.3,0.55,med,0.01
0.37,0.3,0.55,med,0.01
0.38,0.3,0.55,med,0.01
0.39,0.3,0.55,med,0.01
0.4,0.3,0.55,med,0.01
0.41,0.3,0.55,med,0.01
0.42,0.3,0.55,med,0.01
0.43,0.3,0.55,med,0.01
0.44,0.3,0.55,med,0.01
0.45,0.3,0.55,med,0.01
0.46,0.3,0.55,med,0.01
0.47,0.3,0.55,med,0.01
0.48,0.3,0.55,med,0.01
0.49,0.3,0.55,med,0.01
0.5,0.3,0.55,med,0.01
0.51,0.3,0.55,med,0.01
0.52,0.3,0.55,med,0.01
0.53,0.3,0.55,med,0.01
0.54,0.3,0.55,med,0.01
0.55,0.3,0.55,med,0.01
0.56,0.3,0.55,med,0.01
0.57,0.3,0.55,med,0.01
0.58,0.3,0.55,med,0.01
0.59,0.3,0.55,med,0.01
0.6,0.3,0.55,med,0.01
0.61,0.3,0.55,med,0.01
0.62,0.3,0.55,med,0.01
0.63,0.3,0.55,med,0.01
0.64,0.3,0.55,med,0.01
0.65,0.3,0.55,med,0.01
0.66,0.3,0.55,med,0.01
0.67,0.3,0.55,med,0.01
0.68,0.3,0.55,med,0.01
0.69,0.3,0.55,med,0.01
0.7,0.3,0.55,med,0.01
0.71,0.3,0.55,med,0.01
0.72,0.3,0.55,med,0.01
0.73,0.3,0.55,med,0.01
0.74,0.3,0.55,med,0.01
0.75,0.3,0.55,med,0.01
0.76,0.3,0.55,med,0.01
0.77,0.3,0.55,med,0.01
0.78,0.3,0.55,med,0.01
0.79,0.3,0.55,med,0.01
0.8,0.3,0.55,med,0.01
0.81,0.3,0.55,med,0.01
0.82,0.3,0.55,med,0.01
0.83,0.3,0.55,med,0.01
0.84,0.3,0.55,med,0.01
0.85,0.3,0.55,med,0.01
0.86,0.3,0.55,med,0.01
0.87,0.3,0.55,med,0.01
0.88,0.3,0.55,med,0.01
0.89,0.3,0.55,med,0.01
0.9,0.3,0.55,med,0.01
0.91,0.3,0.55,med,0.01
0.92,0.3,0.55,med,0.01
0.93,0.3,0.55,med,0.01
0.94,0.3,0.55,med,0.01
0.95,0.3,0.55,med,0.01
0.96,0.3,0.55,med,0.01
0.97,0.3,0.55,med,0.01
0.98,0.3,0.55,med,0.01
0.99,0.3,0.55,med,0.01
0,0.35,0.55,med,NA
0.01,0.35,0.55,med,NA
0.02,0.35,0.55,med,NA
0.03,0.35,0.55,med,NA
0.04,0.35,0.55,med,NA
0.05,0.35,0.55,med,NA
0.06,0.35,0.55,med,NA
0.07,0.35,0.55,med,NA
0.08,0.35,0.55,med,NA
0.09,0.35,0.55,med,NA
0.1,0.35,0.55,med,NA
0.11,0.35,0.55,med,NA
0.12,0.35,0.55,med,0.7100000000000001
0.13,0.35,0.55,med,0.11
0.14,0.35,0.55,med,0.01
0.15,0.35,0.55,med,0.01
0.16,0.35,0.55,med,0.01
0.17,0.35,0.55,med,0.01
0.18,0.35,0.55,med,0.01
0.19,0.35,0.55,med,0.01
0.2,0.35,0.55,med,0.01
0.21,0.35,0.55,med,0.01
0.22,0.35,0.55,med,0.01
0.23,0.35,0.55,med,0.01
0.24,0.35,0.55,med,0.01
0.25,0.35,0.55,med,0.01
0.26,0.35,0.55,med,0.01
0.27,0.35,0.55,med,0.01
0.28,0.35,0.55,med,0.01
0.29,0.35,0.55,med,0.01
0.3,0.35,0.55,med,0.01
0.31,0.35,0.55,med,0.01
0.32,0.35,0.55,med,0.01
0.33,0.35,0.55,med,0.01
0.34,0.35,0.55,med,0.01
0.35,0.35,0.55,med,0.01
0.36,0.35,0.55,med,0.01
0.37,0.35,0.55,med,0.01
0.38,0.35,0.55,med,0.01
0.39,0.35,0.55,med,0.01
0.4,0.35,0.55,med,0.01
0.41,0.35,0.55,med,0.01
0.42,0.35,0.55,med,0.01
0.43,0.35,0.55,med,0.01
0.44,0.35,0.55,med,0.01
0.45,0.35,0.55,med,0.01
0.46,0.35,0.55,med,0.01
0.47,0.35,0.55,med,0.01
0.48,0.35,0.55,med,0.01
0.49,0.35,0.55,med,0.01
0.5,0.35,0.55,med,0.01
0.51,0.35,0.55,med,0.01
0.52,0.35,0.55,med,0.01
0.53,0.35,0.55,med,0.01
0.54,0.35,0.55,med,0.01
0.55,0.35,0.55,med,0.01
0.56,0.35,0.55,med,0.01
0.57,0.35,0.55,med,0.01
0.58,0.35,0.55,med,0.01
0.59,0.35,0.55,med,0.01
0.6,0.35,0.55,med,0.01
0.61,0.35,0.55,med,0.01
0.62,0.35,0.55,med,0.01
0.63,0.35,0.55,med,0.01
0.64,0.35,0.55,med,0.01
0.65,0.35,0.55,med,0.01
0.66,0.35,0.55,med,0.01
0.67,0.35,0.55,med,0.01
0.68,0.35,0.55,med,0.01
0.69,0.35,0.55,med,0.01
0.7,0.35,0.55,med,0.01
0.71,0.35,0.55,med,0.01
0.72,0.35,0.55,med,0.01
0.73,0.35,0.55,med,0.01
0.74,0.35,0.55,med,0.01
0.75,0.35,0.55,med,0.01
0.76,0.35,0.55,med,0.01
0.77,0.35,0.55,med,0.01
0.78,0.35,0.55,med,0.01
0.79,0.35,0.55,med,0.01
0.8,0.35,0.55,med,0.01
0.81,0.35,0.55,med,0.01
0.82,0.35,0.55,med,0.01
0.83,0.35,0.55,med,0.01
0.84,0.35,0.55,med,0.01
0.85,0.35,0.55,med,0.01
0.86,0.35,0.55,med,0.01
0.87,0.35,0.55,med,0.01
0.88,0.35,0.55,med,0.01
0.89,0.35,0.55,med,0.01
0.9,0.35,0.55,med,0.01
0.91,0.35,0.55,med,0.01
0.92,0.35,0.55,med,0.01
0.93,0.35,0.55,med,0.01
0.94,0.35,0.55,med,0.01
0.95,0.35,0.55,med,0.01
0.96,0.35,0.55,med,0.01
0.97,0.35,0.55,med,0.01
0.98,0.35,0.55,med,0.01
0.99,0.35,0.55,med,0.01
0,0.4,0.55,med,NA
0.01,0.4,0.55,med,NA
0.02,0.4,0.55,med,NA
0.03,0.4,0.55,med,NA
0.04,0.4,0.55,med,NA
0.05,0.4,0.55,med,NA
0.06,0.4,0.55,med,NA
0.07,0.4,0.55,med,NA
0.08,0.4,0.55,med,NA
0.09,0.4,0.55,med,NA
0.1,0.4,0.55,med,NA
0.11,0.4,0.55,med,NA
0.12,0.4,0.55,med,NA
0.13,0.4,0.55,med,0.7100000000000001
0.14,0.4,0.55,med,0.16000000000000003
0.15,0.4,0.55,med,0.01
0.16,0.4,0.55,med,0.01
0.17,0.4,0.55,med,0.01
0.18,0.4,0.55,med,0.01
0.19,0.4,0.55,med,0.01
0.2,0.4,0.55,med,0.01
0.21,0.4,0.55,med,0.01
0.22,0.4,0.55,med,0.01
0.23,0.4,0.55,med,0.01
0.24,0.4,0.55,med,0.01
0.25,0.4,0.55,med,0.01
0.26,0.4,0.55,med,0.01
0.27,0.4,0.55,med,0.01
0.28,0.4,0.55,med,0.01
0.29,0.4,0.55,med,0.01
0.3,0.4,0.55,med,0.01
0.31,0.4,0.55,med,0.01
0.32,0.4,0.55,med,0.01
0.33,0.4,0.55,med,0.01
0.34,0.4,0.55,med,0.01
0.35,0.4,0.55,med,0.01
0.36,0.4,0.55,med,0.01
0.37,0.4,0.55,med,0.01
0.38,0.4,0.55,med,0.01
0.39,0.4,0.55,med,0.01
0.4,0.4,0.55,med,0.01
0.41,0.4,0.55,med,0.01
0.42,0.4,0.55,med,0.01
0.43,0.4,0.55,med,0.01
0.44,0.4,0.55,med,0.01
0.45,0.4,0.55,med,0.01
0.46,0.4,0.55,med,0.01
0.47,0.4,0.55,med,0.01
0.48,0.4,0.55,med,0.01
0.49,0.4,0.55,med,0.01
0.5,0.4,0.55,med,0.01
0.51,0.4,0.55,med,0.01
0.52,0.4,0.55,med,0.01
0.53,0.4,0.55,med,0.01
0.54,0.4,0.55,med,0.01
0.55,0.4,0.55,med,0.01
0.56,0.4,0.55,med,0.01
0.57,0.4,0.55,med,0.01
0.58,0.4,0.55,med,0.01
0.59,0.4,0.55,med,0.01
0.6,0.4,0.55,med,0.01
0.61,0.4,0.55,med,0.01
0.62,0.4,0.55,med,0.01
0.63,0.4,0.55,med,0.01
0.64,0.4,0.55,med,0.01
0.65,0.4,0.55,med,0.01
0.66,0.4,0.55,med,0.01
0.67,0.4,0.55,med,0.01
0.68,0.4,0.55,med,0.01
0.69,0.4,0.55,med,0.01
0.7,0.4,0.55,med,0.01
0.71,0.4,0.55,med,0.01
0.72,0.4,0.55,med,0.01
0.73,0.4,0.55,med,0.01
0.74,0.4,0.55,med,0.01
0.75,0.4,0.55,med,0.01
0.76,0.4,0.55,med,0.01
0.77,0.4,0.55,med,0.01
0.78,0.4,0.55,med,0.01
0.79,0.4,0.55,med,0.01
0.8,0.4,0.55,med,0.01
0.81,0.4,0.55,med,0.01
0.82,0.4,0.55,med,0.01
0.83,0.4,0.55,med,0.01
0.84,0.4,0.55,med,0.01
0.85,0.4,0.55,med,0.01
0.86,0.4,0.55,med,0.01
0.87,0.4,0.55,med,0.01
0.88,0.4,0.55,med,0.01
0.89,0.4,0.55,med,0.01
0.9,0.4,0.55,med,0.01
0.91,0.4,0.55,med,0.01
0.92,0.4,0.55,med,0.01
0.93,0.4,0.55,med,0.01
0.94,0.4,0.55,med,0.01
0.95,0.4,0.55,med,0.01
0.96,0.4,0.55,med,0.01
0.97,0.4,0.55,med,0.01
0.98,0.4,0.55,med,0.01
0.99,0.4,0.55,med,0.01
0,0.45,0.55,med,NA
0.01,0.45,0.55,med,NA
0.02,0.45,0.55,med,NA
0.03,0.45,0.55,med,NA
0.04,0.45,0.55,med,NA
0.05,0.45,0.55,med,NA
0.06,0.45,0.55,med,NA
0.07,0.45,0.55,med,NA
0.08,0.45,0.55,med,NA
0.09,0.45,0.55,med,NA
0.1,0.45,0.55,med,NA
0.11,0.45,0.55,med,NA
0.12,0.45,0.55,med,NA
0.13,0.45,0.55,med,NA
0.14,0.45,0.55,med,0.7100000000000001
0.15,0.45,0.55,med,0.21000000000000002
0.16,0.45,0.55,med,0.01
0.17,0.45,0.55,med,0.01
0.18,0.45,0.55,med,0.01
0.19,0.45,0.55,med,0.01
0.2,0.45,0.55,med,0.01
0.21,0.45,0.55,med,0.01
0.22,0.45,0.55,med,0.01
0.23,0.45,0.55,med,0.01
0.24,0.45,0.55,med,0.01
0.25,0.45,0.55,med,0.01
0.26,0.45,0.55,med,0.01
0.27,0.45,0.55,med,0.01
0.28,0.45,0.55,med,0.01
0.29,0.45,0.55,med,0.01
0.3,0.45,0.55,med,0.01
0.31,0.45,0.55,med,0.01
0.32,0.45,0.55,med,0.01
0.33,0.45,0.55,med,0.01
0.34,0.45,0.55,med,0.01
0.35,0.45,0.55,med,0.01
0.36,0.45,0.55,med,0.01
0.37,0.45,0.55,med,0.01
0.38,0.45,0.55,med,0.01
0.39,0.45,0.55,med,0.01
0.4,0.45,0.55,med,0.01
0.41,0.45,0.55,med,0.01
0.42,0.45,0.55,med,0.01
0.43,0.45,0.55,med,0.01
0.44,0.45,0.55,med,0.01
0.45,0.45,0.55,med,0.01
0.46,0.45,0.55,med,0.01
0.47,0.45,0.55,med,0.01
0.48,0.45,0.55,med,0.01
0.49,0.45,0.55,med,0.01
0.5,0.45,0.55,med,0.01
0.51,0.45,0.55,med,0.01
0.52,0.45,0.55,med,0.01
0.53,0.45,0.55,med,0.01
0.54,0.45,0.55,med,0.01
0.55,0.45,0.55,med,0.01
0.56,0.45,0.55,med,0.01
0.57,0.45,0.55,med,0.01
0.58,0.45,0.55,med,0.01
0.59,0.45,0.55,med,0.01
0.6,0.45,0.55,med,0.01
0.61,0.45,0.55,med,0.01
0.62,0.45,0.55,med,0.01
0.63,0.45,0.55,med,0.01
0.64,0.45,0.55,med,0.01
0.65,0.45,0.55,med,0.01
0.66,0.45,0.55,med,0.01
0.67,0.45,0.55,med,0.01
0.68,0.45,0.55,med,0.01
0.69,0.45,0.55,med,0.01
0.7,0.45,0.55,med,0.01
0.71,0.45,0.55,med,0.01
0.72,0.45,0.55,med,0.01
0.73,0.45,0.55,med,0.01
0.74,0.45,0.55,med,0.01
0.75,0.45,0.55,med,0.01
0.76,0.45,0.55,med,0.01
0.77,0.45,0.55,med,0.01
0.78,0.45,0.55,med,0.01
0.79,0.45,0.55,med,0.01
0.8,0.45,0.55,med,0.01
0.81,0.45,0.55,med,0.01
0.82,0.45,0.55,med,0.01
0.83,0.45,0.55,med,0.01
0.84,0.45,0.55,med,0.01
0.85,0.45,0.55,med,0.01
0.86,0.45,0.55,med,0.01
0.87,0.45,0.55,med,0.01
0.88,0.45,0.55,med,0.01
0.89,0.45,0.55,med,0.01
0.9,0.45,0.55,med,0.01
0.91,0.45,0.55,med,0.01
0.92,0.45,0.55,med,0.01
0.93,0.45,0.55,med,0.01
0.94,0.45,0.55,med,0.01
0.95,0.45,0.55,med,0.01
0.96,0.45,0.55,med,0.01
0.97,0.45,0.55,med,0.01
0.98,0.45,0.55,med,0.01
0.99,0.45,0.55,med,0.01
0,0.5,0.55,med,NA
0.01,0.5,0.55,med,NA
0.02,0.5,0.55,med,NA
0.03,0.5,0.55,med,NA
0.04,0.5,0.55,med,NA
0.05,0.5,0.55,med,NA
0.06,0.5,0.55,med,NA
0.07,0.5,0.55,med,NA
0.08,0.5,0.55,med,NA
0.09,0.5,0.55,med,NA
0.1,0.5,0.55,med,NA
0.11,0.5,0.55,med,NA
0.12,0.5,0.55,med,NA
0.13,0.5,0.55,med,NA
0.14,0.5,0.55,med,NA
0.15,0.5,0.55,med,0.7100000000000001
0.16,0.5,0.55,med,0.26
0.17,0.5,0.55,med,0.01
0.18,0.5,0.55,med,0.01
0.19,0.5,0.55,med,0.01
0.2,0.5,0.55,med,0.01
0.21,0.5,0.55,med,0.01
0.22,0.5,0.55,med,0.01
0.23,0.5,0.55,med,0.01
0.24,0.5,0.55,med,0.01
0.25,0.5,0.55,med,0.01
0.26,0.5,0.55,med,0.01
0.27,0.5,0.55,med,0.01
0.28,0.5,0.55,med,0.01
0.29,0.5,0.55,med,0.01
0.3,0.5,0.55,med,0.01
0.31,0.5,0.55,med,0.01
0.32,0.5,0.55,med,0.01
0.33,0.5,0.55,med,0.01
0.34,0.5,0.55,med,0.01
0.35,0.5,0.55,med,0.01
0.36,0.5,0.55,med,0.01
0.37,0.5,0.55,med,0.01
0.38,0.5,0.55,med,0.01
0.39,0.5,0.55,med,0.01
0.4,0.5,0.55,med,0.01
0.41,0.5,0.55,med,0.01
0.42,0.5,0.55,med,0.01
0.43,0.5,0.55,med,0.01
0.44,0.5,0.55,med,0.01
0.45,0.5,0.55,med,0.01
0.46,0.5,0.55,med,0.01
0.47,0.5,0.55,med,0.01
0.48,0.5,0.55,med,0.01
0.49,0.5,0.55,med,0.01
0.5,0.5,0.55,med,0.01
0.51,0.5,0.55,med,0.01
0.52,0.5,0.55,med,0.01
0.53,0.5,0.55,med,0.01
0.54,0.5,0.55,med,0.01
0.55,0.5,0.55,med,0.01
0.56,0.5,0.55,med,0.01
0.57,0.5,0.55,med,0.01
0.58,0.5,0.55,med,0.01
0.59,0.5,0.55,med,0.01
0.6,0.5,0.55,med,0.01
0.61,0.5,0.55,med,0.01
0.62,0.5,0.55,med,0.01
0.63,0.5,0.55,med,0.01
0.64,0.5,0.55,med,0.01
0.65,0.5,0.55,med,0.01
0.66,0.5,0.55,med,0.01
0.67,0.5,0.55,med,0.01
0.68,0.5,0.55,med,0.01
0.69,0.5,0.55,med,0.01
0.7,0.5,0.55,med,0.01
0.71,0.5,0.55,med,0.01
0.72,0.5,0.55,med,0.01
0.73,0.5,0.55,med,0.01
0.74,0.5,0.55,med,0.01
0.75,0.5,0.55,med,0.01
0.76,0.5,0.55,med,0.01
0.77,0.5,0.55,med,0.01
0.78,0.5,0.55,med,0.01
0.79,0.5,0.55,med,0.01
0.8,0.5,0.55,med,0.01
0.81,0.5,0.55,med,0.01
0.82,0.5,0.55,med,0.01
0.83,0.5,0.55,med,0.01
0.84,0.5,0.55,med,0.01
0.85,0.5,0.55,med,0.01
0.86,0.5,0.55,med,0.01
0.87,0.5,0.55,med,0.01
0.88,0.5,0.55,med,0.01
0.89,0.5,0.55,med,0.01
0.9,0.5,0.55,med,0.01
0.91,0.5,0.55,med,0.01
0.92,0.5,0.55,med,0.01
0.93,0.5,0.55,med,0.01
0.94,0.5,0.55,med,0.01
0.95,0.5,0.55,med,0.01
0.96,0.5,0.55,med,0.01
0.97,0.5,0.55,med,0.01
0.98,0.5,0.55,med,0.01
0.99,0.5,0.55,med,0.01
0,0.55,0.55,med,NA
0.01,0.55,0.55,med,NA
0.02,0.55,0.55,med,NA
0.03,0.55,0.55,med,NA
0.04,0.55,0.55,med,NA
0.05,0.55,0.55,med,NA
0.06,0.55,0.55,med,NA
0.07,0.55,0.55,med,NA
0.08,0.55,0.55,med,NA
0.09,0.55,0.55,med,NA
0.1,0.55,0.55,med,NA
0.11,0.55,0.55,med,NA
0.12,0.55,0.55,med,NA
0.13,0.55,0.55,med,NA
0.14,0.55,0.55,med,NA
0.15,0.55,0.55,med,NA
0.16,0.55,0.55,med,0.7100000000000001
0.17,0.55,0.55,med,0.26
0.18,0.55,0.55,med,0.01
0.19,0.55,0.55,med,0.01
0.2,0.55,0.55,med,0.01
0.21,0.55,0.55,med,0.01
0.22,0.55,0.55,med,0.01
0.23,0.55,0.55,med,0.01
0.24,0.55,0.55,med,0.01
0.25,0.55,0.55,med,0.01
0.26,0.55,0.55,med,0.01
0.27,0.55,0.55,med,0.01
0.28,0.55,0.55,med,0.01
0.29,0.55,0.55,med,0.01
0.3,0.55,0.55,med,0.01
0.31,0.55,0.55,med,0.01
0.32,0.55,0.55,med,0.01
0.33,0.55,0.55,med,0.01
0.34,0.55,0.55,med,0.01
0.35,0.55,0.55,med,0.01
0.36,0.55,0.55,med,0.01
0.37,0.55,0.55,med,0.01
0.38,0.55,0.55,med,0.01
0.39,0.55,0.55,med,0.01
0.4,0.55,0.55,med,0.01
0.41,0.55,0.55,med,0.01
0.42,0.55,0.55,med,0.01
0.43,0.55,0.55,med,0.01
0.44,0.55,0.55,med,0.01
0.45,0.55,0.55,med,0.01
0.46,0.55,0.55,med,0.01
0.47,0.55,0.55,med,0.01
0.48,0.55,0.55,med,0.01
0.49,0.55,0.55,med,0.01
0.5,0.55,0.55,med,0.01
0.51,0.55,0.55,med,0.01
0.52,0.55,0.55,med,0.01
0.53,0.55,0.55,med,0.01
0.54,0.55,0.55,med,0.01
0.55,0.55,0.55,med,0.01
0.56,0.55,0.55,med,0.01
0.57,0.55,0.55,med,0.01
0.58,0.55,0.55,med,0.01
0.59,0.55,0.55,med,0.01
0.6,0.55,0.55,med,0.01
0.61,0.55,0.55,med,0.01
0.62,0.55,0.55,med,0.01
0.63,0.55,0.55,med,0.01
0.64,0.55,0.55,med,0.01
0.65,0.55,0.55,med,0.01
0.66,0.55,0.55,med,0.01
0.67,0.55,0.55,med,0.01
0.68,0.55,0.55,med,0.01
0.69,0.55,0.55,med,0.01
0.7,0.55,0.55,med,0.01
0.71,0.55,0.55,med,0.01
0.72,0.55,0.55,med,0.01
0.73,0.55,0.55,med,0.01
0.74,0.55,0.55,med,0.01
0.75,0.55,0.55,med,0.01
0.76,0.55,0.55,med,0.01
0.77,0.55,0.55,med,0.01
0.78,0.55,0.55,med,0.01
0.79,0.55,0.55,med,0.01
0.8,0.55,0.55,med,0.01
0.81,0.55,0.55,med,0.01
0.82,0.55,0.55,med,0.01
0.83,0.55,0.55,med,0.01
0.84,0.55,0.55,med,0.01
0.85,0.55,0.55,med,0.01
0.86,0.55,0.55,med,0.01
0.87,0.55,0.55,med,0.01
0.88,0.55,0.55,med,0.01
0.89,0.55,0.55,med,0.01
0.9,0.55,0.55,med,0.01
0.91,0.55,0.55,med,0.01
0.92,0.55,0.55,med,0.01
0.93,0.55,0.55,med,0.01
0.94,0.55,0.55,med,0.01
0.95,0.55,0.55,med,0.01
0.96,0.55,0.55,med,0.01
0.97,0.55,0.55,med,0.01
0.98,0.55,0.55,med,0.01
0.99,0.55,0.55,med,0.01
0,0.6,0.55,med,NA
0.01,0.6,0.55,med,NA
0.02,0.6,0.55,med,NA
0.03,0.6,0.55,med,NA
0.04,0.6,0.55,med,NA
