0.55,0.24,0.77,0.1,0.1,0,1,0,0,0.31,0.67
0.55,0.24,0.77,0.1,0.1,0,2,0.563636364,0,-0.31,0.16319697
0.55,0.24,0.77,0.1,0.1,0,3,0,0.87012987,-0.67,-0.255584416
0.55,0.24,0.77,0.1,0.1,0,4,2,2,2,2
0.55,0.24,0.77,0.1,0.1,0,5,2,2,2,2
0.55,0.24,0.77,0.1,0.1,0,6,2,2,2,2
0.55,0.24,0.77,0.1,0.1,0,7,2,2,2,2
0.55,0.24,0.77,0.1,0.1,0,8,2,2,2,2
0.55,0.24,0.77,0.1,0.1,0,9,2,2,2,2
0.55,0.24,0.77,0.1,0.1,0,10,2,2,2,2
0.55,0.24,0.77,0.1,0.1,0,11,2,2,2,2
0.55,0.24,0.77,0.1,0.1,0,12,2,2,2,2
0.55,0.24,0.77,0.1,0.1,0,13,2,2,2,2
0.55,0.24,0.77,0.1,0.1,0,14,2,2,2,2
0.55,0.24,0.77,0.1,0.1,0,15,2,2,2,2
0.55,0.24,0.77,0.1,0.1,0,16,2,2,2,2
0.55,0.24,0.77,0.1,0.1,0,17,2,2,2,2
0.55,0.24,0.77,0.1,0.1,0,18,2,2,2,2
0.55,0.24,0.77,0.1,0.1,0,19,2,2,2,2
0.55,0.24,0.77,0.1,0.1,0,20,2,2,2,2
0.55,0.24,0.77,0.1,0.3,0,1,0,0,0.31,0.47
0.55,0.24,0.77,0.1,0.3,0,2,0.563636364,0,-0.31,-0.295136364
0.55,0.24,0.77,0.1,0.3,0,3,0,0.61038961,-0.47,-0.086753247
0.55,0.24,0.77,0.1,0.3,0,4,0.246639789,0.268227871,0.058681758,-0.400869102
0.55,0.24,0.77,0.1,0.3,0,5,2,2,2,2
0.55,0.24,0.77,0.1,0.3,0,6,2,2,2,2
0.55,0.24,0.77,0.1,0.3,0,7,2,2,2,2
0.55,0.24,0.77,0.1,0.3,0,8,2,2,2,2
0.55,0.24,0.77,0.1,0.3,0,9,2,2,2,2
0.55,0.24,0.77,0.1,0.3,0,10,2,2,2,2
0.55,0.24,0.77,0.1,0.3,0,11,2,2,2,2
0.55,0.24,0.77,0.1,0.3,0,12,2,2,2,2
0.55,0.24,0.77,0.1,0.3,0,13,2,2,2,2
0.55,0.24,0.77,0.1,0.3,0,14,2,2,2,2
0.55,0.24,0.77,0.1,0.3,0,15,2,2,2,2
0.55,0.24,0.77,0.1,0.3,0,16,2,2,2,2
0.55,0.24,0.77,0.1,0.3,0,17,2,2,2,2
0.55,0.24,0.77,0.1,0.3,0,18,2,2,2,2
0.55,0.24,0.77,0.1,0.3,0,19,2,2,2,2
0.55,0.24,0.77,0.1,0.3,0,20,2,2,2,2
0.55,0.24,0.77,0.1,0.5,0,1,0,0,0.27,0.31
0.55,0.24,0.77,0.1,0.5,0,2,0.563636364,0,-0.753469697,-0.31
0.55,0.24,0.77,0.1,0.5,0,3,0,0.350649351,-0.27,0.082077922
0.55,0.24,0.77,0.1,0.5,0,4,2,2,2,2
0.55,0.24,0.77,0.1,0.5,0,5,2,2,2,2
0.55,0.24,0.77,0.1,0.5,0,6,2,2,2,2
0.55,0.24,0.77,0.1,0.5,0,7,2,2,2,2
0.55,0.24,0.77,0.1,0.5,0,8,2,2,2,2
0.55,0.24,0.77,0.1,0.5,0,9,2,2,2,2
0.55,0.24,0.77,0.1,0.5,0,10,2,2,2,2
0.55,0.24,0.77,0.1,0.5,0,11,2,2,2,2
0.55,0.24,0.77,0.1,0.5,0,12,2,2,2,2
0.55,0.24,0.77,0.1,0.5,0,13,2,2,2,2
0.55,0.24,0.77,0.1,0.5,0,14,2,2,2,2
0.55,0.24,0.77,0.1,0.5,0,15,2,2,2,2
0.55,0.24,0.77,0.1,0.5,0,16,2,2,2,2
0.55,0.24,0.77,0.1,0.5,0,17,2,2,2,2
0.55,0.24,0.77,0.1,0.5,0,18,2,2,2,2
0.55,0.24,0.77,0.1,0.5,0,19,2,2,2,2
0.55,0.24,0.77,0.1,0.5,0,20,2,2,2,2
0.55,0.24,0.77,0.3,0.1,0,1,0,0,0.31,0.67
0.55,0.24,0.77,0.3,0.1,0,2,0.563636364,0,-0.31,0.275924242
0.55,0.24,0.77,0.3,0.1,0,3,0,0.87012987,-0.67,-0.42961039
0.55,0.24,0.77,0.3,0.1,0,4,2,2,2,2
0.55,0.24,0.77,0.3,0.1,0,5,2,2,2,2
0.55,0.24,0.77,0.3,0.1,0,6,2,2,2,2
0.55,0.24,0.77,0.3,0.1,0,7,2,2,2,2
0.55,0.24,0.77,0.3,0.1,0,8,2,2,2,2
0.55,0.24,0.77,0.3,0.1,0,9,2,2,2,2
0.55,0.24,0.77,0.3,0.1,0,10,2,2,2,2
0.55,0.24,0.77,0.3,0.1,0,11,2,2,2,2
0.55,0.24,0.77,0.3,0.1,0,12,2,2,2,2
0.55,0.24,0.77,0.3,0.1,0,13,2,2,2,2
0.55,0.24,0.77,0.3,0.1,0,14,2,2,2,2
0.55,0.24,0.77,0.3,0.1,0,15,2,2,2,2
0.55,0.24,0.77,0.3,0.1,0,16,2,2,2,2
0.55,0.24,0.77,0.3,0.1,0,17,2,2,2,2
0.55,0.24,0.77,0.3,0.1,0,18,2,2,2,2
0.55,0.24,0.77,0.3,0.1,0,19,2,2,2,2
0.55,0.24,0.77,0.3,0.1,0,20,2,2,2,2
0.55,0.24,0.77,0.3,0.3,0,1,0,0,0.31,0.47
0.55,0.24,0.77,0.3,0.3,0,2,0.563636364,0,-0.31,-0.182409091
0.55,0.24,0.77,0.3,0.3,0,3,0,0.61038961,-0.47,-0.208831169
0.55,0.24,0.77,0.3,0.3,0,4,0.400583922,0.105504521,0.07662988,-0.378189518
0.55,0.24,0.77,0.3,0.3,0,5,2,2,2,2
0.55,0.24,0.77,0.3,0.3,0,6,2,2,2,2
0.55,0.24,0.77,0.3,0.3,0,7,2,2,2,2
0.55,0.24,0.77,0.3,0.3,0,8,2,2,2,2
0.55,0.24,0.77,0.3,0.3,0,9,2,2,2,2
0.55,0.24,0.77,0.3,0.3,0,10,2,2,2,2
0.55,0.24,0.77,0.3,0.3,0,11,2,2,2,2
0.55,0.24,0.77,0.3,0.3,0,12,2,2,2,2
0.55,0.24,0.77,0.3,0.3,0,13,2,2,2,2
0.55,0.24,0.77,0.3,0.3,0,14,2,2,2,2
0.55,0.24,0.77,0.3,0.3,0,15,2,2,2,2
0.55,0.24,0.77,0.3,0.3,0,16,2,2,2,2
0.55,0.24,0.77,0.3,0.3,0,17,2,2,2,2
0.55,0.24,0.77,0.3,0.3,0,18,2,2,2,2
0.55,0.24,0.77,0.3,0.3,0,19,2,2,2,2
0.55,0.24,0.77,0.3,0.3,0,20,2,2,2,2
0.55,0.24,0.77,0.3,0.5,0,1,0,0,0.27,0.31
0.55,0.24,0.77,0.3,0.5,0,2,0.563636364,0,-0.640742424,-0.31
0.55,0.24,0.77,0.3,0.5,0,3,0,0.350649351,-0.27,0.011948052
0.55,0.24,0.77,0.3,0.5,0,4,2,2,2,2
0.55,0.24,0.77,0.3,0.5,0,5,2,2,2,2
0.55,0.24,0.77,0.3,0.5,0,6,2,2,2,2
0.55,0.24,0.77,0.3,0.5,0,7,2,2,2,2
0.55,0.24,0.77,0.3,0.5,0,8,2,2,2,2
