r,d,y,a,g,z,Equilibrium,C,M,eig_1,eig_2,stability,Colour
0.55,0.24,0.77,0.01,0.32,0,1,0,0,0.31,0.45,unstable_node,gold
0.55,0.24,0.77,0.01,0.32,0,2,0.563636364,0,-0.39169697,-0.31,stable_node,black
0.55,0.24,0.77,0.01,0.32,0,3,0,0.584415584,-0.45,-0.017272727,stable_node,black
0.55,0.24,0.77,0.01,0.32,0,4,0.068395806,0.486396977,0.016199393,-0.428342758,saddle_node,purple
0.55,0.24,0.77,0.01,0.33,0,1,0,0,0.31,0.44,unstable_node,gold
0.55,0.24,0.77,0.01,0.33,0,2,0.563636364,0,-0.414613636,-0.31,stable_node,black
0.55,0.24,0.77,0.01,0.33,0,3,0,0.571428571,-0.44,-0.01,stable_node,black
0.55,0.24,0.77,0.01,0.33,0,4,0.039585255,0.514693053,0.009643308,-0.427728849,saddle_node,purple
0.55,0.24,0.77,0.01,0.34,0,1,0,0,0.31,0.43,unstable_node,gold
0.55,0.24,0.77,0.01,0.34,0,2,0,0.558441558,-0.43,-0.002727273,stable_node,black
0.55,0.24,0.77,0.01,0.34,0,3,0.563636364,0,-0.437530303,-0.31,stable_node,black
0.55,0.24,0.77,0.01,0.34,0,4,0.010792624,0.54297153,0.002700912,-0.426724933,saddle_node,purple
0.55,0.24,0.77,0.01,0.35,0,1,0,0,0.31,0.42,unstable_node,gold
0.55,0.24,0.77,0.01,0.35,0,2,0,0.545454545,-0.42,0.004545455,saddle_node,purple
0.55,0.24,0.77,0.01,0.35,0,3,0.563636364,0,-0.46044697,-0.31,stable_node,black
0.55,0.24,0.77,0.01,0.36,0,1,0,0,0.31,0.41,unstable_node,gold
0.55,0.24,0.77,0.01,0.36,0,2,0,0.532467532,-0.41,0.011818182,saddle_node,purple
0.55,0.24,0.77,0.01,0.36,0,3,0.563636364,0,-0.483363636,-0.31,stable_node,black
0.55,0.24,0.77,0.01,0.37,0,1,0,0,0.31,0.4,unstable_node,gold
0.55,0.24,0.77,0.01,0.37,0,2,0,0.519480519,-0.4,0.019090909,saddle_node,purple
0.55,0.24,0.77,0.01,0.37,0,3,0.563636364,0,-0.506280303,-0.31,stable_node,black
0.55,0.24,0.77,0.01,0.38,0,1,0,0,0.31,0.39,unstable_node,gold
0.55,0.24,0.77,0.01,0.38,0,2,0,0.506493506,-0.39,0.026363636,saddle_node,purple
0.55,0.24,0.77,0.01,0.38,0,3,0.563636364,0,-0.52919697,-0.31,stable_node,black
0.55,0.24,0.77,0.01,0.39,0,1,0,0,0.31,0.38,unstable_node,gold
0.55,0.24,0.77,0.01,0.39,0,2,0.563636364,0,-0.552113636,-0.31,stable_node,black
0.55,0.24,0.77,0.01,0.39,0,3,0,0.493506494,-0.38,0.033636364,saddle_node,purple
0.55,0.24,0.77,0.01,0.4,0,1,0,0,0.31,0.37,unstable_node,gold
0.55,0.24,0.77,0.01,0.4,0,2,0.563636364,0,-0.575030303,-0.31,stable_node,black
0.55,0.24,0.77,0.01,0.4,0,3,0,0.480519481,-0.37,0.040909091,saddle_node,purple
0.55,0.24,0.77,0.01,0.41,0,1,0,0,0.31,0.36,unstable_node,gold
0.55,0.24,0.77,0.01,0.41,0,2,0.563636364,0,-0.59794697,-0.31,stable_node,black
0.55,0.24,0.77,0.01,0.41,0,3,0,0.467532468,-0.36,0.048181818,saddle_node,purple
0.55,0.24,0.77,0.01,0.42,0,1,0,0,0.31,0.35,unstable_node,gold
0.55,0.24,0.77,0.01,0.42,0,2,0.563636364,0,-0.620863636,-0.31,stable_node,black
0.55,0.24,0.77,0.01,0.42,0,3,0,0.454545455,-0.35,0.055454545,saddle_node,purple
0.55,0.24,0.77,0.01,0.43,0,1,0,0,0.31,0.34,unstable_node,gold
0.55,0.24,0.77,0.01,0.43,0,2,0.563636364,0,-0.643780303,-0.31,stable_node,black
0.55,0.24,0.77,0.01,0.43,0,3,0,0.441558442,-0.34,0.062727273,saddle_node,purple
0.55,0.24,0.77,0.01,0.44,0,1,0,0,0.31,0.33,unstable_node,gold
0.55,0.24,0.77,0.01,0.44,0,2,0.563636364,0,-0.66669697000000006,-0.31,stable_node,black
0.55,0.24,0.77,0.01,0.44,0,3,0,0.428571429,-0.33,0.07,saddle_node,purple
0.55,0.24,0.77,0.01,0.45,0,1,0,0,0.31,0.32,unstable_node,gold
0.55,0.24,0.77,0.01,0.45,0,2,0.563636364,0,-0.689613636,-0.31,stable_node,black
0.55,0.24,0.77,0.01,0.45,0,3,0,0.415584416,-0.32,0.077272727,saddle_node,purple
0.55,0.24,0.77,0.01,0.46,0,1,0,0,0.31,0.31,unstable_node,gold
0.55,0.24,0.77,0.01,0.46,0,2,0.563636364,0,-0.712530303,-0.31,stable_node,black
0.55,0.24,0.77,0.01,0.46,0,3,0,0.402597403,-0.31,0.084545455,saddle_node,purple
0.55,0.24,0.77,0.01,0.47,0,1,0,0,0.3,0.31,unstable_node,gold
0.55,0.24,0.77,0.01,0.47,0,2,0.563636364,0,-0.73544697,-0.31,stable_node,black
0.55,0.24,0.77,0.01,0.47,0,3,0,0.38961039,-0.3,0.091818182,saddle_node,purple
0.55,0.24,0.77,0.01,0.48,0,1,0,0,0.29,0.31,unstable_node,gold
0.55,0.24,0.77,0.01,0.48,0,2,0.563636364,0,-0.758363636,-0.31,stable_node,black
0.55,0.24,0.77,0.01,0.48,0,3,0,0.376623377,-0.29,0.099090909,saddle_node,purple
0.55,0.24,0.77,0.01,0.49,0,1,0,0,0.28,0.31,unstable_node,gold
0.55,0.24,0.77,0.01,0.49,0,2,0.563636364,0,-0.781280303,-0.31,stable_node,black
0.55,0.24,0.77,0.01,0.49,0,3,0,0.363636364,-0.28,0.106363636,saddle_node,purple
0.55,0.24,0.77,0.01,0.5,0,1,0,0,0.27,0.31,unstable_node,gold
0.55,0.24,0.77,0.01,0.5,0,2,0.563636364,0,-0.80419697,-0.31,stable_node,black
0.55,0.24,0.77,0.01,0.5,0,3,0,0.350649351,-0.27,0.113636364,saddle_node,purple
0.55,0.24,0.77,0.02,0,0,1,0,0,0.31,0.77,unstable_node,gold
0.55,0.24,0.77,0.02,0,0,2,0,1,-0.77,-0.26,stable_node,black
0.55,0.24,0.77,0.02,0,0,3,0.563636364,0,-0.31,0.347272727,saddle_node,purple
0.55,0.24,0.77,0.02,0.01,0,1,0,0,0.31,0.76,unstable_node,gold
0.55,0.24,0.77,0.02,0.01,0,2,0.563636364,0,-0.31,0.324356061,saddle_node,purple
0.55,0.24,0.77,0.02,0.01,0,3,0,0.987012987,-0.76,-0.252597403,stable_node,black
0.55,0.24,0.77,0.02,0.02,0,1,0,0,0.31,0.75,unstable_node,gold
0.55,0.24,0.77,0.02,0.02,0,2,0.563636364,0,-0.31,0.301439394,saddle_node,purple
0.55,0.24,0.77,0.02,0.02,0,3,0,0.974025974,-0.75,-0.245194805,stable_node,black
0.55,0.24,0.77,0.02,0.03,0,1,0,0,0.31,0.74,unstable_node,gold
0.55,0.24,0.77,0.02,0.03,0,2,0.563636364,0,-0.31,0.278522727,saddle_node,purple
0.55,0.24,0.77,0.02,0.03,0,3,0,0.961038961,-0.74,-0.237792208,stable_node,black
0.55,0.24,0.77,0.02,0.04,0,1,0,0,0.31,0.73,unstable_node,gold
0.55,0.24,0.77,0.02,0.04,0,2,0.563636364,0,-0.31,0.255606061,saddle_node,purple
0.55,0.24,0.77,0.02,0.04,0,3,0,0.948051948,-0.73,-0.23038961,stable_node,black
0.55,0.24,0.77,0.02,0.05,0,1,0,0,0.31,0.72,unstable_node,gold
0.55,0.24,0.77,0.02,0.05,0,2,0.563636364,0,-0.31,0.232689394,saddle_node,purple
0.55,0.24,0.77,0.02,0.05,0,3,0,0.935064935,-0.72,-0.222987013,stable_node,black
0.55,0.24,0.77,0.02,0.06,0,1,0,0,0.31,0.71,unstable_node,gold
0.55,0.24,0.77,0.02,0.06,0,2,0.563636364,0,-0.31,0.209772727,saddle_node,purple
0.55,0.24,0.77,0.02,0.06,0,3,0,0.922077922,-0.71,-0.215584416,stable_node,black
0.55,0.24,0.77,0.02,0.07,0,1,0,0,0.31,0.7,unstable_node,gold
0.55,0.24,0.77,0.02,0.07,0,2,0.563636364,0,-0.31,0.186856061,saddle_node,purple
0.55,0.24,0.77,0.02,0.07,0,3,0,0.909090909,-0.7,-0.208181818,stable_node,black
0.55,0.24,0.77,0.02,0.08,0,1,0,0,0.31,0.69,unstable_node,gold
0.55,0.24,0.77,0.02,0.08,0,2,0.563636364,0,-0.31,0.163939394,saddle_node,purple
0.55,0.24,0.77,0.02,0.08,0,3,0,0.896103896,-0.69,-0.200779221,stable_node,black
0.55,0.24,0.77,0.02,0.09,0,1,0,0,0.31,0.68,unstable_node,gold
0.55,0.24,0.77,0.02,0.09,0,2,0.563636364,0,-0.31,0.141022727,saddle_node,purple
0.55,0.24,0.77,0.02,0.09,0,3,0,0.883116883,-0.68,-0.193376623,stable_node,black
0.55,0.24,0.77,0.02,0.1,0,1,0,0,0.31,0.67,unstable_node,gold
0.55,0.24,0.77,0.02,0.1,0,2,0.563636364,0,-0.31,0.118106061,saddle_node,purple
0.55,0.24,0.77,0.02,0.1,0,3,0,0.87012987,-0.67,-0.185974026,stable_node,black
0.55,0.24,0.77,0.02,0.11,0,1,0,0,0.31,0.66,unstable_node,gold
0.55,0.24,0.77,0.02,0.11,0,2,0.563636364,0,-0.31,0.095189394,saddle_node,purple
0.55,0.24,0.77,0.02,0.11,0,3,0,0.857142857,-0.66,-0.178571429,stable_node,black
0.55,0.24,0.77,0.02,0.12,0,1,0,0,0.31,0.65,unstable_node,gold
0.55,0.24,0.77,0.02,0.12,0,2,0.563636364,0,-0.31,0.072272727,saddle_node,purple
0.55,0.24,0.77,0.02,0.12,0,3,0,0.844155844,-0.65,-0.171168831,stable_node,black
0.55,0.24,0.77,0.02,0.13,0,1,0,0,0.31,0.64,unstable_node,gold
0.55,0.24,0.77,0.02,0.13,0,2,0.563636364,0,-0.31,0.049356061,saddle_node,purple
0.55,0.24,0.77,0.02,0.13,0,3,0,0.831168831,-0.64,-0.163766234,stable_node,black
0.55,0.24,0.77,0.02,0.14,0,1,0,0,0.31,0.63,unstable_node,gold
0.55,0.24,0.77,0.02,0.14,0,2,0.563636364,0,-0.31,0.026439394,saddle_node,purple
0.55,0.24,0.77,0.02,0.14,0,3,0,0.818181818,-0.63,-0.156363636,stable_node,black
0.55,0.24,0.77,0.02,0.15,0,1,0,0,0.31,0.62,unstable_node,gold
0.55,0.24,0.77,0.02,0.15,0,2,0.563636364,0,-0.31,0.003522727,saddle_node,purple
0.55,0.24,0.77,0.02,0.15,0,3,0,0.805194805,-0.62,-0.148961039,stable_node,black
0.55,0.24,0.77,0.02,0.16,0,1,0,0,0.31,0.61,unstable_node,gold
0.55,0.24,0.77,0.02,0.16,0,2,0.563636364,0,-0.31,-0.019393939,stable_node,black
0.55,0.24,0.77,0.02,0.16,0,3,0,0.792207792,-0.61,-0.141558442,stable_node,black
0.55,0.24,0.77,0.02,0.16,0,4,0.5394917,0.023297482,0.016475167,-0.331134663,saddle_node,purple
0.55,0.24,0.77,0.02,0.17,0,1,0,0,0.31,0.6,unstable_node,gold
0.55,0.24,0.77,0.02,0.17,0,2,0.563636364,0,-0.31,-0.042310606,stable_node,black
0.55,0.24,0.77,0.02,0.17,0,3,0,0.779220779,-0.6,-0.134155844,stable_node,black
0.55,0.24,0.77,0.02,0.17,0,4,0.510991425,0.050797748,0.030308629,-0.350468178,saddle_node,purple
0.55,0.24,0.77,0.02,0.18,0,1,0,0,0.31,0.59,unstable_node,gold
0.55,0.24,0.77,0.02,0.18,0,2,0.563636364,0,-0.31,-0.065227273,stable_node,black
0.55,0.24,0.77,0.02,0.18,0,3,0,0.766233766,-0.59,-0.126753247,stable_node,black
0.55,0.24,0.77,0.02,0.18,0,4,0.482523585,0.078266716,0.039986953,-0.365640296,saddle_node,purple
0.55,0.24,0.77,0.02,0.19,0,1,0,0,0.31,0.58,unstable_node,gold
0.55,0.24,0.77,0.02,0.19,0,2,0.563636364,0,-0.31,-0.088143939,stable_node,black
0.55,0.24,0.77,0.02,0.19,0,3,0,0.753246753,-0.58,-0.119350649,stable_node,black
0.55,0.24,0.77,0.02,0.19,0,4,0.45408807,0.105704494,0.046675624,-0.377816522,saddle_node,purple
0.55,0.24,0.77,0.02,0.2,0,1,0,0,0.31,0.57,unstable_node,gold
0.55,0.24,0.77,0.02,0.2,0,2,0.563636364,0,-0.31,-0.111060606,stable_node,black
0.55,0.24,0.77,0.02,0.2,0,3,0,0.74025974,-0.57,-0.111948052,stable_node,black
0.55,0.24,0.77,0.02,0.2,0,4,0.42568477,0.133111187,0.05109611,-0.387718348,saddle_node,purple
0.55,0.24,0.77,0.02,0.21,0,1,0,0,0.31,0.56,unstable_node,gold
0.55,0.24,0.77,0.02,0.21,0,2,0.563636364,0,-0.31,-0.133977273,stable_node,black
0.55,0.24,0.77,0.02,0.21,0,3,0,0.727272727,-0.56,-0.104545455,stable_node,black
0.55,0.24,0.77,0.02,0.21,0,4,0.397313576,0.1604869,0.053730153,-0.395827533,saddle_node,purple
0.55,0.24,0.77,0.02,0.22,0,1,0,0,0.31,0.55,unstable_node,gold
0.55,0.24,0.77,0.02,0.22,0,2,0.563636364,0,-0.31,-0.156893939,stable_node,black
0.55,0.24,0.77,0.02,0.22,0,3,0,0.714285714,-0.55,-0.097142857,stable_node,black
0.55,0.24,0.77,0.02,0.22,0,4,0.36897438,0.187831739,0.054916498,-0.402482846,saddle_node,purple
0.55,0.24,0.77,0.02,0.23,0,1,0,0,0.31,0.54,unstable_node,gold
0.55,0.24,0.77,0.02,0.23,0,2,0.563636364,0,-0.31,-0.179810606,stable_node,black
0.55,0.24,0.77,0.02,0.23,0,3,0,0.701298701,-0.54,-0.08974026,stable_node,black
0.55,0.24,0.77,0.02,0.23,0,4,0.340667073,0.215145807,0.054902409,-0.407931571,saddle_node,purple
0.55,0.24,0.77,0.02,0.24,0,1,0,0,0.31,0.53,unstable_node,gold
0.55,0.24,0.77,0.02,0.24,0,2,0.563636364,0,-0.31,-0.202727273,stable_node,black
0.55,0.24,0.77,0.02,0.24,0,3,0,0.688311688,-0.53,-0.082337662,stable_node,black
0.55,0.24,0.77,0.02,0.24,0,4,0.312391547,0.242429209,0.053873472,-0.412359314,saddle_node,purple
0.55,0.24,0.77,0.02,0.25,0,1,0,0,0.31,0.52,unstable_node,gold
0.55,0.24,0.77,0.02,0.25,0,2,0.563636364,0,-0.31,-0.225643939,stable_node,black
0.55,0.24,0.77,0.02,0.25,0,3,0,0.675324675,-0.52,-0.074935065,stable_node,black
0.55,0.24,0.77,0.02,0.25,0,4,0.284147697,0.269682047,0.05197196,-0.415908369,saddle_node,purple
0.55,0.24,0.77,0.02,0.26,0,1,0,0,0.31,0.51,unstable_node,gold
0.55,0.24,0.77,0.02,0.26,0,2,0.563636364,0,-0.31,-0.248560606,stable_node,black
0.55,0.24,0.77,0.02,0.26,0,3,0,0.662337662,-0.51,-0.067532468,stable_node,black
0.55,0.24,0.77,0.02,0.26,0,4,0.255935415,0.296904424,0.049308686,-0.418689571,saddle_node,purple
0.55,0.24,0.77,0.02,0.27,0,1,0,0,0.31,0.5,unstable_node,gold
0.55,0.24,0.77,0.02,0.27,0,2,0.563636364,0,-0.31,-0.271477273,stable_node,black
0.55,0.24,0.77,0.02,0.27,0,3,0,0.649350649,-0.5,-0.06012987,stable_node,black
0.55,0.24,0.77,0.02,0.27,0,4,0.227754597,0.324096442,0.045970966,-0.420790254,saddle_node,purple
0.55,0.24,0.77,0.02,0.28,0,1,0,0,0.31,0.49,unstable_node,gold
0.55,0.24,0.77,0.02,0.28,0,2,0.563636364,0,-0.31,-0.294393939,stable_node,black
0.55,0.24,0.77,0.02,0.28,0,3,0,0.636363636,-0.49,-0.052727273,stable_node,black
0.55,0.24,0.77,0.02,0.28,0,4,0.199605136,0.351258202,0.042028109,-0.422279749,saddle_node,purple
0.55,0.24,0.77,0.02,0.29,0,1,0,0,0.31,0.48,unstable_node,gold
0.55,0.24,0.77,0.02,0.29,0,2,0.563636364,0,-0.317310606,-0.31,stable_node,black
0.55,0.24,0.77,0.02,0.29,0,3,0,0.623376623,-0.48,-0.045324675,stable_node,black
0.55,0.24,0.77,0.02,0.29,0,4,0.17148693,0.378389805,0.037535305,-0.423213266,saddle_node,purple
0.55,0.24,0.77,0.02,0.3,0,1,0,0,0.31,0.47,unstable_node,gold
0.55,0.24,0.77,0.02,0.3,0,2,0.563636364,0,-0.340227273,-0.31,stable_node,black
0.55,0.24,0.77,0.02,0.3,0,3,0,0.61038961,-0.47,-0.037922078,stable_node,black
0.55,0.24,0.77,0.02,0.3,0,4,0.143399873,0.40549135,0.032536415,-0.423634685,saddle_node,purple
0.55,0.24,0.77,0.02,0.31,0,1,0,0,0.31,0.46,unstable_node,gold
0.55,0.24,0.77,0.02,0.31,0,2,0.563636364,0,-0.363143939,-0.31,stable_node,black
0.55,0.24,0.77,0.02,0.31,0,3,0,0.597402597,-0.46,-0.030519481,stable_node,black
0.55,0.24,0.77,0.02,0.31,0,4,0.115343863,0.432562939,0.027066,-0.423578588,saddle_node,purple
0.55,0.24,0.77,0.02,0.32,0,1,0,0,0.31,0.45,unstable_node,gold
0.55,0.24,0.77,0.02,0.32,0,2,0.563636364,0,-0.386060606,-0.31,stable_node,black
0.55,0.24,0.77,0.02,0.32,0,3,0,0.584415584,-0.45,-0.023116883,stable_node,black
0.55,0.24,0.77,0.02,0.32,0,4,0.087318797,0.45960467,0.021150789,-0.423071723,saddle_node,purple
0.55,0.24,0.77,0.02,0.33,0,1,0.059324572,0.486616641,0.014810733,-0.422134061,saddle_node,purple
0.55,0.24,0.77,0.02,0.33,0,2,0,0,0.31,0.44,unstable_node,gold
0.55,0.24,0.77,0.02,0.33,0,3,0.563636364,0,-0.408977273,-0.31,stable_node,black
0.55,0.24,0.77,0.02,0.33,0,4,0,0.571428571,-0.44,-0.015714286,stable_node,black
0.55,0.24,0.77,0.02,0.34,0,1,0,0,0.31,0.43,unstable_node,gold
0.55,0.24,0.77,0.02,0.34,0,2,0,0.558441558,-0.43,-0.008311688,stable_node,black
0.55,0.24,0.77,0.02,0.34,0,3,0.563636364,0,-0.431893939,-0.31,stable_node,black
0.55,0.24,0.77,0.02,0.34,0,4,0.031361088,0.513598951,0.008059731,-0.420779521,saddle_node,purple
0.55,0.24,0.77,0.02,0.35,0,1,0,0,0.31,0.42,unstable_node,gold
0.55,0.24,0.77,0.02,0.35,0,2,0,0.545454545,-0.42,-9.09091e-4,stable_node,black
0.55,0.24,0.77,0.02,0.35,0,3,0.563636364,0,-0.454810606,-0.31,stable_node,black
0.55,0.24,0.77,0.02,0.35,0,4,0.003428242,0.540551696,9.0608e-4,-0.419016419,saddle_node,purple
0.55,0.24,0.77,0.02,0.36,0,1,0,0,0.31,0.41,unstable_node,gold
0.55,0.24,0.77,0.02,0.36,0,2,0,0.532467532,-0.41,0.006493506,saddle_node,purple
0.55,0.24,0.77,0.02,0.36,0,3,0.563636364,0,-0.477727273,-0.31,stable_node,black
0.55,0.24,0.77,0.02,0.37,0,1,0,0,0.31,0.4,unstable_node,gold
0.55,0.24,0.77,0.02,0.37,0,2,0,0.519480519,-0.4,0.013896104,saddle_node,purple
0.55,0.24,0.77,0.02,0.37,0,3,0.563636364,0,-0.500643939,-0.31,stable_node,black
0.55,0.24,0.77,0.02,0.38,0,1,0,0,0.31,0.39,unstable_node,gold
0.55,0.24,0.77,0.02,0.38,0,2,0,0.506493506,-0.39,0.021298701,saddle_node,purple
0.55,0.24,0.77,0.02,0.38,0,3,0.563636364,0,-0.523560606,-0.31,stable_node,black
0.55,0.24,0.77,0.02,0.39,0,1,0,0,0.31,0.38,unstable_node,gold
0.55,0.24,0.77,0.02,0.39,0,2,0.563636364,0,-0.546477273,-0.31,stable_node,black
0.55,0.24,0.77,0.02,0.39,0,3,0,0.493506494,-0.38,0.028701299,saddle_node,purple
0.55,0.24,0.77,0.02,0.4,0,1,0,0,0.31,0.37,unstable_node,gold
0.55,0.24,0.77,0.02,0.4,0,2,0.563636364,0,-0.569393939,-0.31,stable_node,black
0.55,0.24,0.77,0.02,0.4,0,3,0,0.480519481,-0.37,0.036103896,saddle_node,purple
0.55,0.24,0.77,0.02,0.41,0,1,0,0,0.31,0.36,unstable_node,gold
0.55,0.24,0.77,0.02,0.41,0,2,0.563636364,0,-0.592310606,-0.31,stable_node,black
0.55,0.24,0.77,0.02,0.41,0,3,0,0.467532468,-0.36,0.043506494,saddle_node,purple
0.55,0.24,0.77,0.02,0.42,0,1,0,0,0.31,0.35,unstable_node,gold
0.55,0.24,0.77,0.02,0.42,0,2,0.563636364,0,-0.615227273,-0.31,stable_node,black
0.55,0.24,0.77,0.02,0.42,0,3,0,0.454545455,-0.35,0.050909091,saddle_node,purple
0.55,0.24,0.77,0.02,0.43,0,1,0,0,0.31,0.34,unstable_node,gold
0.55,0.24,0.77,0.02,0.43,0,2,0.563636364,0,-0.638143939,-0.31,stable_node,black
0.55,0.24,0.77,0.02,0.43,0,3,0,0.441558442,-0.34,0.058311688,saddle_node,purple
0.55,0.24,0.77,0.02,0.44,0,1,0,0,0.31,0.33,unstable_node,gold
0.55,0.24,0.77,0.02,0.44,0,2,0.563636364,0,-0.661060606,-0.31,stable_node,black
0.55,0.24,0.77,0.02,0.44,0,3,0,0.428571429,-0.33,0.065714286,saddle_node,purple
0.55,0.24,0.77,0.02,0.45,0,1,0,0,0.31,0.32,unstable_node,gold
0.55,0.24,0.77,0.02,0.45,0,2,0.563636364,0,-0.683977273,-0.31,stable_node,black
0.55,0.24,0.77,0.02,0.45,0,3,0,0.415584416,-0.32,0.073116883,saddle_node,purple
0.55,0.24,0.77,0.02,0.46,0,1,0,0,0.31,0.31,unstable_node,gold
0.55,0.24,0.77,0.02,0.46,0,2,0.563636364,0,-0.706893939,-0.31,stable_node,black
0.55,0.24,0.77,0.02,0.46,0,3,0,0.402597403,-0.31,0.080519481,saddle_node,purple
0.55,0.24,0.77,0.02,0.47,0,1,0,0,0.3,0.31,unstable_node,gold
0.55,0.24,0.77,0.02,0.47,0,2,0.563636364,0,-0.729810606,-0.31,stable_node,black
0.55,0.24,0.77,0.02,0.47,0,3,0,0.38961039,-0.3,0.087922078,saddle_node,purple
0.55,0.24,0.77,0.02,0.48,0,1,0,0,0.29,0.31,unstable_node,gold
0.55,0.24,0.77,0.02,0.48,0,2,0.563636364,0,-0.752727273,-0.31,stable_node,black
0.55,0.24,0.77,0.02,0.48,0,3,0,0.376623377,-0.29,0.095324675,saddle_node,purple
0.55,0.24,0.77,0.02,0.49,0,1,0,0,0.28,0.31,unstable_node,gold
0.55,0.24,0.77,0.02,0.49,0,2,0.563636364,0,-0.775643939,-0.31,stable_node,black
0.55,0.24,0.77,0.02,0.49,0,3,0,0.363636364,-0.28,0.102727273,saddle_node,purple
0.55,0.24,0.77,0.02,0.5,0,1,0,0,0.27,0.31,unstable_node,gold
0.55,0.24,0.77,0.02,0.5,0,2,0.563636364,0,-0.798560606,-0.31,stable_node,black
0.55,0.24,0.77,0.02,0.5,0,3,0,0.350649351,-0.27,0.11012987,saddle_node,purple
0.55,0.24,0.77,0.03,0,0,1,0,0,0.31,0.77,unstable_node,gold
0.55,0.24,0.77,0.03,0,0,2,0,1,-0.77,-0.27,stable_node,black
0.55,0.24,0.77,0.03,0,0,3,0.563636364,0,-0.31,0.352909091,saddle_node,purple
0.55,0.24,0.77,0.03,0.01,0,1,0,0,0.31,0.76,unstable_node,gold
0.55,0.24,0.77,0.03,0.01,0,2,0.563636364,0,-0.31,0.329992424,saddle_node,purple
0.55,0.24,0.77,0.03,0.01,0,3,0,0.987012987,-0.76,-0.262467532,stable_node,black
0.55,0.24,0.77,0.03,0.02,0,1,0,0,0.31,0.75,unstable_node,gold
0.55,0.24,0.77,0.03,0.02,0,2,0.563636364,0,-0.31,0.307075758,saddle_node,purple
0.55,0.24,0.77,0.03,0.02,0,3,0,0.974025974,-0.75,-0.254935065,stable_node,black
0.55,0.24,0.77,0.03,0.03,0,1,0,0,0.31,0.74,unstable_node,gold
0.55,0.24,0.77,0.03,0.03,0,2,0.563636364,0,-0.31,0.284159091,saddle_node,purple
0.55,0.24,0.77,0.03,0.03,0,3,0,0.961038961,-0.74,-0.247402597,stable_node,black
0.55,0.24,0.77,0.03,0.04,0,1,0,0,0.31,0.73,unstable_node,gold
0.55,0.24,0.77,0.03,0.04,0,2,0.563636364,0,-0.31,0.261242424,saddle_node,purple
0.55,0.24,0.77,0.03,0.04,0,3,0,0.948051948,-0.73,-0.23987013,stable_node,black
0.55,0.24,0.77,0.03,0.05,0,1,0,0,0.31,0.72,unstable_node,gold
0.55,0.24,0.77,0.03,0.05,0,2,0.563636364,0,-0.31,0.238325758,saddle_node,purple
0.55,0.24,0.77,0.03,0.05,0,3,0,0.935064935,-0.72,-0.232337662,stable_node,black
0.55,0.24,0.77,0.03,0.06,0,1,0,0,0.31,0.71,unstable_node,gold
0.55,0.24,0.77,0.03,0.06,0,2,0.563636364,0,-0.31,0.215409091,saddle_node,purple
0.55,0.24,0.77,0.03,0.06,0,3,0,0.922077922,-0.71,-0.224805195,stable_node,black
0.55,0.24,0.77,0.03,0.07,0,1,0,0,0.31,0.7,unstable_node,gold
0.55,0.24,0.77,0.03,0.07,0,2,0.563636364,0,-0.31,0.192492424,saddle_node,purple
0.55,0.24,0.77,0.03,0.07,0,3,0,0.909090909,-0.7,-0.217272727,stable_node,black
0.55,0.24,0.77,0.03,0.08,0,1,0,0,0.31,0.69,unstable_node,gold
0.55,0.24,0.77,0.03,0.08,0,2,0.563636364,0,-0.31,0.169575758,saddle_node,purple
0.55,0.24,0.77,0.03,0.08,0,3,0,0.896103896,-0.69,-0.20974026,stable_node,black
0.55,0.24,0.77,0.03,0.09,0,1,0,0,0.31,0.68,unstable_node,gold
0.55,0.24,0.77,0.03,0.09,0,2,0.563636364,0,-0.31,0.146659091,saddle_node,purple
0.55,0.24,0.77,0.03,0.09,0,3,0,0.883116883,-0.68,-0.202207792,stable_node,black
0.55,0.24,0.77,0.03,0.1,0,1,0,0,0.31,0.67,unstable_node,gold
0.55,0.24,0.77,0.03,0.1,0,2,0.563636364,0,-0.31,0.123742424,saddle_node,purple
0.55,0.24,0.77,0.03,0.1,0,3,0,0.87012987,-0.67,-0.194675325,stable_node,black
0.55,0.24,0.77,0.03,0.11,0,1,0,0,0.31,0.66,unstable_node,gold
0.55,0.24,0.77,0.03,0.11,0,2,0.563636364,0,-0.31,0.100825758,saddle_node,purple
0.55,0.24,0.77,0.03,0.11,0,3,0,0.857142857,-0.66,-0.187142857,stable_node,black
0.55,0.24,0.77,0.03,0.12,0,1,0,0,0.31,0.65,unstable_node,gold
0.55,0.24,0.77,0.03,0.12,0,2,0.563636364,0,-0.31,0.077909091,saddle_node,purple
0.55,0.24,0.77,0.03,0.12,0,3,0,0.844155844,-0.65,-0.17961039,stable_node,black
0.55,0.24,0.77,0.03,0.13,0,1,0,0,0.31,0.64,unstable_node,gold
0.55,0.24,0.77,0.03,0.13,0,2,0.563636364,0,-0.31,0.054992424,saddle_node,purple
0.55,0.24,0.77,0.03,0.13,0,3,0,0.831168831,-0.64,-0.172077922,stable_node,black
0.55,0.24,0.77,0.03,0.14,0,1,0,0,0.31,0.63,unstable_node,gold
0.55,0.24,0.77,0.03,0.14,0,2,0.563636364,0,-0.31,0.032075758,saddle_node,purple
0.55,0.24,0.77,0.03,0.14,0,3,0,0.818181818,-0.63,-0.164545455,stable_node,black
0.55,0.24,0.77,0.03,0.15,0,1,0,0,0.31,0.62,unstable_node,gold
